,tot_Prec_Intg
0,670.290142297745
1,789.948627352715
2,740.450471639633
3,700.012594461441
4,622.292160987854
5,811.412334442139
6,895.365104079247
7,781.687870621681
8,740.874633193016
9,486.758649349213
10,497.803762555122
11,501.085519790649
12,549.657940864563
13,893.762409687042
14,918.794274330139
15,861.691311001778
16,1011.15360856056
17,959.751009941101
18,908.693447709084
19,701.012536883354
20,539.914593100548
21,680.718347430229
22,552.407577633858
23,519.479364156723
24,740.109458565712
25,606.435164809227
26,437.920987606049
27,380.19634783268
28,503.46240401268
29,657.094866037369
30,538.299903273582
31,371.316149830818
32,301.521569490433
33,432.826280593872
34,385.487824678421
35,290.035158395767
36,495.980903506279
37,629.604458808899
38,675.583481788635
39,564.533695578575
40,496.38606607914
41,407.807305455208
42,440.475568175316
43,341.478735208511
44,270.068868994713
45,441.311597824097
