,tot_Prec_Intg
0,1063.21595609188
1,893.866121768951
2,758.418664336205
3,750.190764665604
4,674.433410167694
5,815.505832433701
6,891.515091061592
7,937.015116214752
8,1077.83958315849
9,1318.82704794407
10,820.930972695351
11,560.266226530075
12,363.992601633072
13,538.387075066567
14,493.075251579285
15,475.891008973122
16,447.04794883728
17,726.750940084457
18,622.387602925301
19,449.05848801136
20,420.926660299301
21,662.270113825798
22,674.290880560875
23,736.703872680664
24,893.15339922905
25,1037.28502988815
26,750.405043363571
27,611.892640590668
28,649.464577436447
29,1144.26270127296
30,1283.77623856068
31,1350.387185812
32,1348.81906211376
33,1376.92056596279
34,972.029566764832
35,717.523097991943
36,860.028564929962
37,1217.14800596237
38,1297.28674888611
39,1275.65480768681
