,div_50,div_100,div_200,div_250,div_300,div_400,div_500,div_600,div_700,div_800,div_850,div_925,div_1000
0,-4.299799911677837e-06,9.353854693472385e-06,2.7476344257593155e-05,-3.632623702287674e-06,-6.92903995513916e-06,7.89109617471695e-06,6.909132935106754e-06,2.16788612306118e-06,-2.205953933298588e-06,-9.615556336939335e-06,-1.0521500371396542e-05,-2.07400880753994e-05,-2.23708339035511e-05
1,1.3412791304290295e-06,3.284629201516509e-05,3.069720696657896e-05,1.0495656169950962e-05,-7.06937862560153e-06,-5.617039278149605e-07,-1.7827842384576797e-06,-4.87244687974453e-06,-7.693539373576641e-06,-9.08703077584505e-06,-8.966890163719654e-06,-1.1625583283603191e-05,-1.9029364921152592e-05
2,5.317153409123421e-06,2.5584595277905464e-05,3.787013702094555e-05,1.1244439519941807e-05,-1.644180156290531e-05,-2.398638753220439e-05,-7.983413524925709e-06,-2.3083994165062904e-06,2.7474015951156616e-08,1.1902302503585815e-06,1.97533518075943e-06,-1.0908115655183792e-06,-1.0770978406071663e-05
3,1.0216725058853626e-05,6.601912900805473e-07,3.4061609767377377e-05,4.959991201758385e-06,-2.373260213062167e-05,-1.8704449757933617e-05,-1.5049008652567863e-06,2.201879397034645e-06,7.5587304309010506e-06,8.324859663844109e-07,-1.0688090696930885e-06,-7.85768497735262e-06,-1.745519693940878e-05
4,-4.4477637857198715e-06,-3.330479376018047e-05,3.436871338635683e-05,2.444046549499035e-05,6.912858225405216e-06,-1.6176491044461727e-06,1.0430929251015186e-05,-1.522654201835394e-06,-7.0873647928237915e-06,-1.2000557035207748e-05,-1.11432746052742e-05,-1.5279743820428848e-05,-1.8875813111662865e-05
5,-5.377049092203379e-06,-2.3011816665530205e-05,5.703209899365902e-05,3.771740011870861e-05,1.5067518688738346e-05,-9.815557859838009e-07,-7.858674507588148e-06,-7.253722287714481e-06,-1.1079362593591213e-05,-1.3324548490345478e-05,-1.0226271115243435e-05,-1.8889899365603924e-05,-2.4755485355854034e-05
6,-6.459304131567478e-07,6.751506589353085e-07,3.8147715940795024e-05,2.7666217647492886e-05,4.998175427317619e-06,-7.920840289443731e-06,-1.3887532986700535e-05,-4.942296072840691e-06,6.284099072217941e-07,-4.900735802948475e-06,-3.0348310247063637e-06,-1.4784745872020721e-05,-2.45496048592031e-05
7,7.492490112781525e-06,-1.1152471415698528e-05,2.880845590880199e-05,3.363710129633546e-05,1.74090382643044e-05,-9.974173735827208e-06,-6.416579708456993e-06,-4.2404280975461006e-07,5.820766091346741e-08,-7.3462724685668945e-06,-5.790381692349911e-06,-2.3504660930484533e-05,-3.28467576764524e-05
8,7.56702502258122e-06,1.146734575740993e-06,1.7669633962213993e-05,1.4874269254505634e-05,4.5877095544710755e-06,-1.6113859601318836e-05,-7.477938197553158e-07,8.775386959314346e-06,1.5926780179142952e-06,-2.662243787199259e-06,-1.9564758986234665e-06,-1.7410609871149063e-05,-3.312528133392334e-05
9,-1.1721625924110413e-05,2.0432518795132637e-05,4.24159225076437e-07,2.6638153940439224e-06,-7.318856660276651e-06,-1.5040917787700891e-05,3.325636498630047e-06,9.918760042637587e-06,3.7690624594688416e-06,1.699256245046854e-06,-2.2386666387319565e-07,-1.2994394637644291e-05,-3.1618401408195496e-05
10,-2.1616069716401398e-05,8.905190043151379e-06,8.48871422931552e-06,-5.453941412270069e-06,-2.296408638358116e-05,-4.467496182769537e-06,1.577194780111313e-05,1.172797055914998e-05,-3.1887320801615715e-06,2.334127202630043e-07,-3.3135293051600456e-06,-1.7425743862986565e-05,-3.221933729946613e-05
11,-2.101878635585308e-06,1.0833260603249073e-05,1.4010933227837086e-05,4.090950824320316e-06,-1.789920497685671e-05,2.2971595171839e-05,1.2501550372689962e-05,3.140827175229788e-06,-1.178152160719037e-05,-2.8531067073345184e-06,-7.926952093839645e-06,-2.9817339964210987e-05,-3.833998925983906e-05
12,3.615248715505004e-06,5.638808943331242e-06,3.096682485193014e-05,1.0252348147332668e-05,-7.120426744222641e-06,1.2254691682755947e-05,2.713815774768591e-06,-7.719558198004961e-06,-1.4033750630915165e-05,-7.717171683907509e-06,-1.1046999134123325e-05,-2.516049426048994e-05,-3.609788836911321e-05
13,9.54547431319952e-06,1.7960905097424984e-05,1.6989302821457386e-05,1.0945834219455719e-05,-3.7602148950099945e-08,1.2801785487681627e-05,5.565234459936619e-07,-8.293718565255404e-06,-1.3447366654872894e-05,-1.1103227734565735e-05,-1.3978453353047371e-05,-2.227060031145811e-05,-3.2588024623692036e-05
14,-3.63239087164402e-06,5.85231464356184e-06,5.514943040907383e-06,-4.475004971027374e-06,-8.237373549491167e-06,2.744619268923998e-05,-2.2192252799868584e-06,-6.679038051515818e-06,-9.595183655619621e-06,-7.91612546890974e-06,-1.2166914530098438e-05,-2.5150831788778305e-05,-4.009448457509279e-05
