,div_50,div_100,div_200,div_250,div_300,div_400,div_500,div_600,div_700,div_800,div_850,div_925,div_1000
0,-9.525116183795035e-06,3.0476716347038746e-05,4.698347765952349e-05,2.815278986645353e-05,2.132718509528786e-05,-5.211331881582737e-06,-1.4915247447788715e-05,-1.029518898576498e-05,-4.312372766435146e-06,-1.8444261513650417e-05,-2.6676221750676632e-05,-2.822582609951496e-05,-2.043775748461485e-05
1,-7.70753831602633e-06,1.0645482689142227e-05,4.153221379965544e-05,2.875208156183362e-05,1.730496296659112e-05,-1.5927013009786606e-05,-1.984467962756753e-05,-9.916082490235567e-06,4.231464117765427e-06,-1.0251183994114399e-05,-1.816230360418558e-05,-1.7744489014148712e-05,-1.788546796888113e-05
2,4.824105417355895e-07,1.2248405255377293e-05,3.202422522008419e-05,2.6277732104063034e-05,1.7001526430249214e-05,-1.2962962500751019e-05,-1.8840248230844736e-05,-1.1168071068823338e-05,2.933491487056017e-06,-2.978835254907608e-06,-1.1802534572780132e-05,-1.573469489812851e-05,-1.6188831068575382e-05
3,4.2791361920535564e-06,1.578626688569784e-05,1.968526339624077e-05,1.0640302207320929e-05,7.346912752836943e-06,-6.1909668147563934e-06,-7.890688721090555e-06,-9.178067557513714e-06,-3.207125701010227e-06,-8.343602530658245e-06,-1.0902993381023407e-05,-1.5669851563870907e-05,-1.666182652115822e-05
4,-8.418573997914791e-07,2.3549888283014297e-05,2.8359005227684975e-05,1.3830751413479447e-05,1.0108414926435216e-05,1.0924995876848698e-05,-4.636473022401333e-06,1.9010622054338455e-07,-5.983456503599882e-06,-1.444527879357338e-05,-1.8349383026361465e-05,-2.9869144782423973e-05,-2.988905180245638e-05
5,8.255272405222058e-06,4.820566391572356e-05,5.4471660405397415e-05,3.148638643324375e-05,1.488722045905888e-05,-2.442975528538227e-07,-1.5516707208007574e-05,-3.67872416973114e-06,-3.4961849451065063e-06,-1.6378704458475113e-05,-2.405152190476656e-05,-3.8800761103630066e-05,-3.4784956369549036e-05
6,6.730842869728804e-06,4.085543332621455e-05,3.978796303272247e-05,5.493697244673967e-06,7.869908586144447e-06,-2.036860678344965e-06,-9.925104677677155e-06,-7.351627573370934e-08,-4.4045737013220787e-07,-1.647265162318945e-05,-2.748030237853527e-05,-3.731448668986559e-05,-3.350060433149338e-05
7,6.672678864561021e-06,5.534570664167404e-05,4.0792583092752466e-05,4.182831617072225e-06,1.6998383216559887e-06,-5.5112759582698345e-06,-6.713031325489283e-06,-1.3578101061284542e-06,-2.068118192255497e-07,-1.2601027265191078e-05,-2.102868165820837e-05,-3.716361243277788e-05,-3.462558379396796e-05
8,1.9869039533659816e-06,4.373991396278143e-05,3.0552386306226254e-05,1.866326783783734e-05,1.5999714378267527e-05,1.582736149430275e-05,1.156161306425929e-05,9.069161023944616e-06,-3.950961399823427e-06,-3.098009619861841e-05,-4.307518247514963e-05,-5.065568257123232e-05,-4.159938544034958e-05
9,7.646696758456528e-06,1.717923441901803e-05,3.259594086557627e-05,3.150262637063861e-05,1.9668310414999723e-05,2.2334512323141098e-05,1.7841521184891462e-05,1.863401848822832e-05,-1.2671109288930893e-05,-4.4138869270682335e-05,-4.952296148985624e-05,-4.9730646423995495e-05,-3.929826198145747e-05
