,div_50,div_100,div_200,div_250,div_300,div_400,div_500,div_600,div_700,div_800,div_850,div_925,div_1000
0,-1.9494880689308047e-05,-1.0048388503491879e-06,1.708150375634432e-05,-4.948233254253864e-06,-5.419831722974777e-06,-1.8116552382707596e-05,-3.582681529223919e-07,6.63945684209466e-06,1.8185819499194622e-06,-1.5746336430311203e-06,-1.110835000872612e-06,-2.5123590603470802e-06,-2.8741778805851936e-06
1,-1.291920489165932e-05,1.1974654626101255e-05,2.2341497242450714e-05,-6.0400343500077724e-06,-1.100980443879962e-05,-8.919683750718832e-06,8.716771844774485e-06,2.993387170135975e-06,-3.2360549084842205e-06,-3.0813971534371376e-06,-1.8174760043621063e-06,-4.886474926024675e-06,-4.222441930323839e-06
2,2.1762243704870343e-06,9.416951797902584e-06,1.3827811926603317e-05,-3.728258889168501e-06,-1.1000403901562095e-05,-3.4416443668305874e-06,7.230555638670921e-06,-1.5069963410496712e-06,-7.507507689297199e-06,-2.210726961493492e-06,4.3964246287941933e-07,-1.109845470637083e-06,3.760796971619129e-07
3,6.498448783531785e-07,1.5782425180077553e-06,1.6826787032186985e-05,5.8184959925711155e-06,-3.800014383159578e-06,-3.0623050406575203e-07,4.147819709032774e-06,-1.493026502430439e-07,-1.5773111954331398e-06,-1.7153797671198845e-06,-3.507477231323719e-06,-7.641501724720001e-06,-5.269539542496204e-06
4,1.2792064808309078e-05,3.6973506212234497e-07,1.1611584341153502e-05,5.635898560285568e-06,-6.869580829516053e-06,6.082700565457344e-06,-7.952912710607052e-07,-2.7868663892149925e-06,6.413611117750406e-06,3.624008968472481e-07,-2.4941982701420784e-06,-7.146620191633701e-06,-5.306326784193516e-06
5,2.6093475753441453e-06,7.749011274427176e-06,1.4060191460885108e-05,1.525174593552947e-05,2.004089765250683e-06,7.867347449064255e-06,-4.840141627937555e-06,-7.665774319320917e-06,-2.017943188548088e-06,-5.297712050378323e-06,-5.573849193751812e-06,-6.791437044739723e-06,-4.111672751605511e-06
6,5.932073690928519e-06,3.927852958440781e-06,1.3747659977525473e-05,1.0534306056797504e-05,-3.035762347280979e-06,4.8908405005931854e-06,-5.552894435822964e-06,-5.316163878887892e-06,-1.8451828509569168e-07,-5.241832695901394e-06,-5.471520125865936e-06,-4.723435267806053e-06,-2.524408046156168e-06
7,3.863853635266423e-06,6.343354471027851e-06,2.2517982870340347e-05,1.017784234136343e-05,-2.3444881662726402e-06,-1.0366784408688545e-07,-8.316419553011656e-06,-4.900677595287561e-06,-2.0209699869155884e-07,-6.107729859650135e-06,-6.666057743132114e-06,-7.3623377829790115e-06,-4.631292540580034e-06
8,1.7242084140889347e-05,-4.149798769503832e-06,1.014780718833208e-05,3.964116331189871e-06,-5.562673322856426e-06,-8.98528378456831e-06,-1.22773926705122e-05,-2.189888618886471e-06,4.188390448689461e-06,2.800137735903263e-06,3.246939741075039e-06,-6.98259100317955e-07,2.6583438739180565e-07
9,-3.360750270076096e-06,-7.347087375819683e-06,6.089278031140566e-06,-8.642382454127073e-06,-2.3366883397102356e-06,1.855660229921341e-06,-9.88540705293417e-07,2.984306775033474e-06,-3.1649251468479633e-06,-1.2565869837999344e-06,-7.003545761108398e-07,-5.983398295938969e-06,-6.162968929857016e-06
10,-2.206407953053713e-05,-3.623892553150654e-06,1.738808350637555e-05,-3.744848072528839e-06,1.6433768905699253e-06,1.7962884157896042e-07,-2.260901965200901e-06,-4.7171488404273987e-07,-7.206457667052746e-06,-1.8528662621974945e-06,-5.912152118980885e-07,-5.215057171881199e-06,-5.9130834415555e-06
11,-1.1199881555512547e-05,-1.1023366823792458e-06,1.8012768123298883e-05,-7.345108315348625e-06,-2.645072527229786e-06,1.970620360225439e-06,1.5770201571285725e-06,3.7027057260274887e-06,-5.653768312186003e-06,-3.158173058182001e-06,-2.985820174217224e-06,-5.2015529945492744e-06,-5.610170774161816e-06
12,1.9048020476475358e-06,-1.5256810002028942e-06,1.9418730516918004e-05,-4.563422407954931e-06,-8.49191565066576e-07,2.3194006644189358e-06,3.884895704686642e-06,1.755543053150177e-06,-3.2599782571196556e-06,-5.300622433423996e-06,-6.745103746652603e-06,-8.582952432334423e-06,-9.107287041842937e-06
13,7.356793503277004e-06,-9.321141988039017e-06,2.3670087102800608e-05,9.572104318067431e-07,2.486049197614193e-06,1.5123514458537102e-06,-2.0381994545459747e-06,-3.660272341221571e-06,-3.2833777368068695e-06,-6.0710590332746506e-06,-5.292706191539764e-06,-5.161098670214415e-06,-5.801965016871691e-06
14,5.845620762556791e-06,-7.728231139481068e-07,2.186803612858057e-05,-2.507236786186695e-06,-2.468645107001066e-06,1.9982107914984226e-06,2.056651283055544e-06,1.1065276339650154e-07,-2.813583705574274e-06,-9.296927601099014e-06,-8.439295925199986e-06,-9.905372280627489e-06,-1.098966458812356e-05
15,2.613349352031946e-06,5.2979448810219765e-06,2.6599271222949028e-05,-3.794906660914421e-06,-8.380098734050989e-06,1.8844148144125938e-06,-1.2161326594650745e-06,-2.8579379431903362e-06,-4.155386704951525e-06,-6.365240551531315e-06,-4.873028956353664e-06,-6.406218744814396e-06,-1.0179588571190834e-05
16,1.4431396266445518e-05,-1.1673779226839542e-05,3.280735109001398e-05,-1.460779458284378e-06,-3.584835212677717e-06,-7.233000360429287e-06,-1.078587956726551e-05,-1.1290423572063446e-05,-7.466878741979599e-07,2.2490276023745537e-06,3.1299423426389694e-06,-9.305658750236034e-07,-4.6308268792927265e-06
17,-2.396045601926744e-06,2.86387512460351e-06,1.685239840298891e-05,-7.454829756170511e-06,-4.945904947817326e-07,-3.197288606315851e-06,-1.4711404219269753e-06,-5.467154551297426e-06,-4.511035513132811e-06,-4.414119757711887e-06,-4.083034582436085e-06,-7.153255864977837e-06,-7.876369636505842e-06
18,-4.52164385933429e-06,-2.3096799850463867e-07,1.9614933989942074e-05,-4.376503056846559e-06,-4.989065928384662e-06,-1.258915290236473e-06,3.2744137570261955e-06,-5.039735697209835e-06,-7.388181984424591e-06,-6.5268250182271e-06,-5.757436156272888e-06,-7.017282769083977e-06,-9.971787221729755e-06
19,-8.08230834081769e-06,-1.593295019119978e-05,1.1271826224401593e-05,-6.096495781093836e-06,-5.908557795919478e-06,-5.976064130663872e-06,-4.481873475015163e-06,-3.351189661771059e-06,-2.177315764129162e-06,2.2208550944924355e-06,3.5923440009355545e-06,3.386521711945534e-07,-4.606088623404503e-06
20,2.5168992578983307e-06,-1.0248331818729639e-05,2.3801883799023926e-05,-2.134358510375023e-06,-2.0178849808871746e-06,4.478672053664923e-06,5.684734787791967e-06,1.1350493878126144e-07,-3.880297299474478e-06,-3.821449354290962e-06,-7.5909774750471115e-06,-1.785892527550459e-05,-2.153345849364996e-05
21,1.288426574319601e-05,1.4815828762948513e-05,3.5999881220050156e-05,1.1093332432210445e-05,9.951065294444561e-06,-1.226027961820364e-06,-7.852213457226753e-06,-9.751995094120502e-06,-5.497364327311516e-06,-1.0057934559881687e-05,-1.2283329851925373e-05,-1.8096528947353363e-05,-1.7364858649671078e-05
22,1.2988981325179338e-05,-1.2355216313153505e-05,3.3837626688182354e-05,2.2560125216841698e-06,-3.0994415283203125e-06,-4.826404619961977e-06,-9.30659007281065e-06,-1.3310112990438938e-05,-2.001645043492317e-06,-5.182577297091484e-06,-5.527050234377384e-06,-8.004950359463692e-06,-8.071248885244131e-06
