,div_50,div_100,div_200,div_250,div_300,div_400,div_500,div_600,div_700,div_800,div_850,div_925,div_1000
0,4.299392458051443e-06,1.534371403977275e-05,2.4882785510271788e-05,1.730397343635559e-05,1.0308402124792337e-05,-1.5898258425295353e-05,-2.32477905228734e-05,-1.2112082913517952e-05,-4.125526174902916e-06,4.230416379868984e-06,6.4273481257259846e-06,1.516076736152172e-06,-1.4600809663534164e-06
1,6.115180440247059e-06,-2.4030159693211317e-05,1.8582097254693508e-05,8.792092557996511e-06,1.5343539416790009e-07,-1.598027301952243e-05,-1.945102121680975e-05,-1.6803969629108906e-06,2.789427526295185e-06,1.2051314115524292e-06,2.109329216182232e-06,-1.2834789231419563e-06,-1.9096769392490387e-06
2,1.2076867278665304e-05,-3.2796990126371384e-05,1.0799558367580175e-05,-4.2914762161672115e-06,-6.551912520080805e-06,-6.2104081735014915e-06,-5.7612196542322636e-06,5.603476893156767e-06,-2.1302257664501667e-06,-2.3972243070602417e-06,-6.039626896381378e-07,-3.4356489777565002e-06,-5.9248413890600204e-06
3,2.2170133888721466e-06,-1.5517056453973055e-05,2.1010171622037888e-05,5.7417782954871655e-06,-1.4124670997262e-06,1.2058881111443043e-06,-1.0796356946229935e-06,-6.946676876395941e-06,-4.0531158447265625e-06,-7.945462130010128e-06,-9.74070280790329e-06,-1.289148349314928e-05,-1.1265918146818876e-05
4,5.2518153097480536e-06,-1.0165385901927948e-06,2.194626722484827e-05,1.1463183909654617e-05,2.8978101909160614e-06,5.7559809647500515e-06,-7.012858986854553e-06,-7.406983058899641e-06,-5.21540641784668e-07,-5.001667886972427e-06,-1.1959229595959187e-05,-1.677952241152525e-05,-1.4861871022731066e-05
5,9.503724868409336e-06,9.365146979689598e-06,2.399581717327237e-05,1.2213131412863731e-05,1.1232448741793633e-05,6.331829354166985e-07,-1.2199743650853634e-05,-5.55283622816205e-06,-9.675277397036552e-07,-8.407398127019405e-06,-1.5380443073809147e-05,-1.700833672657609e-05,-1.2708944268524647e-05
6,2.4545443011447787e-06,5.519192200154066e-06,3.318686503916979e-05,1.4366349205374718e-05,9.201292414218187e-06,-9.281618986278772e-06,-1.2356729712337255e-05,-4.790432285517454e-06,3.341119736433029e-07,-6.601796485483646e-06,-1.3899232726544142e-05,-1.8214574083685875e-05,-1.32822897285223e-05
7,-9.344032150693238e-06,-8.91310628503561e-06,2.4728302378207445e-05,1.4840858057141304e-05,1.2203236110508442e-05,-3.719294909387827e-06,-2.6527559384703636e-06,-1.5218975022435188e-06,2.945307642221451e-06,-5.4908450692892075e-06,-1.5718978829681873e-05,-2.264964859932661e-05,-1.9416329450905323e-05
8,-3.751192707568407e-06,-6.37472840026021e-06,2.0736886654049158e-05,9.558862075209618e-06,-2.044078428298235e-06,-2.835353370755911e-06,-1.2127216905355453e-05,-4.54828841611743e-06,8.4281200543046e-06,3.159511834383011e-06,-3.2086391001939774e-06,-1.395645085722208e-05,-1.4256453141570091e-05
9,-7.99338158685714e-06,-1.1786469258368015e-06,1.2689619325101376e-05,7.682130672037601e-06,1.9224826246500015e-06,7.087364792823792e-07,1.7005950212478638e-06,-3.667490091174841e-06,-2.6534544304013252e-06,-2.1766754798591137e-06,-3.359396941959858e-06,-1.1490192264318466e-05,-8.210772648453712e-06
10,-2.525004674680531e-06,-2.1835905499756336e-05,6.1676837503910065e-06,1.952575985342264e-06,-3.51521885022521e-06,4.391360562294722e-06,1.0096176993101835e-05,3.881112206727266e-06,-6.759306415915489e-06,-6.2693143263459206e-06,-3.7651043385267258e-06,-6.421701982617378e-06,-6.01715873926878e-06
11,-1.0170202585868537e-05,-2.5102170184254646e-05,1.4406978152692318e-06,-2.0336592569947243e-06,2.9593356885015965e-06,1.09492102637887e-05,1.0233488865196705e-05,2.9540969990193844e-06,-1.0565272532403469e-05,-1.0937685146927834e-05,-6.193702574819326e-06,-4.111905582249165e-06,-7.960014045238495e-06
12,-1.0711315553635359e-05,1.760694431141019e-05,6.3898623920977116e-06,6.567570380866528e-07,9.516545105725527e-06,1.5022407751530409e-05,1.1698342859745026e-05,-2.8808717615902424e-06,-1.6595469787716866e-05,-1.2574135325849056e-05,-9.699666406959295e-06,-1.1346593964844942e-05,-1.2185017112642527e-05
13,-6.3821644289419055e-06,2.7600442990660667e-05,2.367247361689806e-06,1.337728463113308e-06,9.537383448332548e-06,1.5140627510845661e-05,2.782209776341915e-06,-2.3830216377973557e-06,-1.2168544344604015e-05,-1.1151889339089394e-05,-9.27888322621584e-06,-1.0141637176275253e-05,-1.1848052963614464e-05
14,9.915238479152322e-07,1.7457932699471712e-05,-6.805872544646263e-06,3.5309349186718464e-06,4.577566869556904e-06,6.202608346939087e-06,2.960499841719866e-06,-5.167676135897636e-06,-9.450479410588741e-06,-8.372939191758633e-06,-5.535664968192577e-06,-5.071633495390415e-06,-5.286710802465677e-06
15,1.2615913874469697e-05,1.434306614100933e-05,1.0022078640758991e-05,1.2937118299305439e-05,9.534822311252356e-06,2.1497253328561783e-06,-4.115921910852194e-06,-1.007510581985116e-05,-9.64268110692501e-06,-4.5406632125377655e-06,-4.560453817248344e-06,-5.416921339929104e-06,-7.870374247431755e-06
16,1.3175944332033396e-05,4.471861757338047e-06,2.4545937776565552e-05,1.5379278920590878e-05,1.0510440915822983e-05,2.0595616661012173e-06,-4.229717887938023e-06,-8.392438758164644e-06,-4.934612661600113e-06,-4.134024493396282e-06,-7.376307621598244e-06,-1.2656208127737045e-05,-1.468148548156023e-05
17,-5.34282298758626e-06,1.6485340893268585e-05,2.1883344743400812e-05,1.942465314641595e-05,1.3598182704299688e-05,6.4248451963067055e-06,-1.6783596947789192e-06,-1.5352852642536163e-06,-7.423805072903633e-06,-9.467941708862782e-06,-1.2196949683129787e-05,-2.0987936295568943e-05,-1.9368133507668972e-05
18,-8.134680683724582e-06,2.563034649938345e-05,1.7902464605867863e-05,3.773631760850549e-05,2.3179687559604645e-05,1.5373807400465012e-06,-9.024806786328554e-06,-8.45262547954917e-06,-1.1426920536905527e-05,-1.3015815056860447e-05,-1.2731296010315418e-05,-1.2554926797747612e-05,-1.332943793386221e-05
19,4.680536221712828e-06,2.223532646894455e-05,5.0066388212144375e-05,2.709840191528201e-05,5.00725582242012e-06,-2.6044785045087337e-05,-2.1762913092970848e-05,-1.49864936247468e-05,-7.088878192007542e-06,-6.081303581595421e-06,-5.01715112477541e-06,-9.4645656645298e-07,-4.021218046545982e-06
