,eqt1000,eqt200,eqt250,eqt300,eqt400,eqt500,eqt600,eqt700,eqt800,eqt850,eqt925
0,346.9363425556776,352.3766713697495,350.17193115557757,348.89024264614045,345.52516908242774,341.84800408191285,337.1303039105176,338.97639060051563,340.7658176671129,341.4606992414683,343.0022205834867
1,346.3243314841656,352.38307286866404,350.8958346821672,349.46022642145573,345.44122685569437,340.37782372733403,335.7047006781091,337.70104212962775,340.7576605734064,341.30670779756616,343.3512728581243
2,346.0824870544333,352.59242088253893,351.1247873519589,349.7585885338906,345.1608400277953,338.9570860403104,334.1269685590527,336.0815017741565,340.9148816873212,341.6614500157307,343.9284134954836
3,347.1394931106844,353.20015688252374,351.8905105559228,350.3568235899353,345.19063774916225,339.56417448710397,333.55300239303034,334.8723862582548,341.55267171684153,342.52435936868494,345.32064882001026
4,348.10480632028566,352.7525562707515,351.9306653046837,350.8736835515782,345.2528968725901,340.7407251493868,334.0777167604435,335.4625574840412,342.515722298145,343.97802816355636,346.42463148111403
5,348.89990348902853,352.12390945907526,351.8656460586698,350.92814438212497,345.5472639550063,341.63517722409983,334.91363300820535,335.3680978628313,341.84438811991606,344.2038760875935,346.7624023848823
6,349.1296471364822,352.23178462804515,351.75124099627465,350.71106980176455,345.79922272905344,342.2946179189501,335.4348749801539,335.68821880555845,340.73154772206215,343.36600590156337,346.1855412428656
7,348.78639423539175,351.54569923882434,351.10319895688554,350.36047519862734,346.8642354574562,343.79645210346564,335.97780381254245,336.02019589293496,340.0472365031977,342.6626464051542,345.372095691725
8,348.46648610693694,351.8977996630409,351.54200174154016,351.1318928009007,347.41134134754725,344.2038653965331,336.44269427321376,337.78890599492615,343.073703113702,343.800081194,345.3692644138109
9,349.1736273919667,352.6841182565232,352.0856757755612,351.71903903638963,347.6654756631258,345.0249748303308,336.50494180281316,336.6225850310429,342.4977409835295,343.6564480401017,345.5215189212606
10,349.0657233488007,354.54638378574055,352.9778809887325,352.1840788217801,347.67932796035234,345.40282950264543,337.22270473162774,335.7572778883569,341.87549456041137,343.726185476351,346.2756354023209
11,349.48384410504514,354.8094446665981,353.2442864681969,352.11316939889696,348.0335163404347,345.350115199696,338.9205360583696,335.32094765781795,340.7002079363107,343.15411104074155,346.4389487226985
12,350.5283183859908,354.81490466126775,353.63547944400267,352.5296210040251,349.6667234505857,346.30358945029127,341.1850842809806,338.5199230416115,341.70235712167147,343.7619450006382,346.66706446032197
13,351.0582843501872,354.43287898001665,353.4759199922368,352.0486097582442,349.40542164907674,346.04218945861123,340.8345354688066,339.1982694572389,341.2606712167343,343.4095599824417,347.1450693378067
14,351.11809367227204,354.39566033074146,352.8205151081926,351.89804864220196,348.9350309624846,345.07421455190956,340.8032270235591,339.6719920351952,341.47057689326283,342.5005022711523,346.7895079971104
15,350.72596389041075,354.5536908019135,352.3874114788998,351.31224110589415,347.95401627526957,344.6226274173181,341.28898032295916,340.80629949537297,342.7092579770652,343.53576812337695,345.57565302839
16,350.3224383263848,355.18379859496116,351.83919644372526,350.7827282495109,347.53003869807617,344.7178331187177,341.85429911494043,343.10504481222347,343.4043050028058,342.98744210979623,345.3814831843753
17,349.275278692372,354.7655387558242,351.46281276908127,350.6194378782901,347.77849562233564,345.60812649237874,342.19197540115,343.10410048886143,343.7283283357027,343.3635832758264,344.7217507000132
18,348.74596223540277,355.07089622286003,352.48364570546016,351.5910874142263,348.4495486286086,346.0633589990846,342.3395019230384,342.2679963867024,343.72811473066577,343.50031743117734,344.59405106111103
19,349.6471500225038,356.3131448545756,353.4823726816007,351.6334802577969,347.9234923422247,346.26064034960075,341.83030130810846,342.208511476902,342.84543011198605,343.4040023260094,345.52321783692577
20,350.210598452648,356.79216510351824,354.0728865247446,351.93267184136073,349.38869089634136,346.7430439012911,341.70924526549254,343.08610997814156,343.6750776655318,343.2115514942094,345.54120615066284
21,350.8652498824856,356.6090250946428,354.1809325756943,351.7569474990689,348.84864973306424,346.93875270936496,341.5486503287376,342.5932469416567,344.4476725085342,343.7681669522102,346.07974128608635
22,351.1626635523243,356.77436853975934,354.68302110570653,352.16068392317845,348.3754229484796,346.63137516097754,341.1285585348289,342.46275423540885,344.2284857442462,344.0121703455425,346.9128035927769
23,351.2303456405211,356.42052010939096,354.4628973142653,352.4759037176022,348.8099627138432,346.38558179261224,341.8625335243399,342.272035360907,344.0637105478264,344.8042930916591,348.02339238852164
24,352.7321876781729,357.9824646843008,356.2381220994703,354.54170332580026,350.11051596176196,346.72800594352066,341.0825032029094,341.75277884133334,343.35152951003147,345.40181335573163,350.0176226105304
25,352.8649885682551,357.6095063288219,355.7670155789072,353.9157692595575,349.50453410337064,345.90064779369425,339.87038018664316,341.2995221307365,343.36284627186615,345.1385340398526,349.9903658635529
26,352.91089823300325,358.13983907997084,356.3131981375009,354.15108474619865,348.8345874574452,345.0428874779867,339.23577027545696,341.0222002764689,344.1978712822485,345.2997687200074,349.6857848764171
27,352.3154628109296,358.2922478489945,355.8870252585441,354.007751238824,349.98259379524023,345.42092584283955,339.85540649956727,340.4940062133812,344.0055359783775,345.5138208481064,348.776405604425
28,352.22922328290554,358.16392482371134,356.0343991390498,354.04636501724804,350.54315919912176,345.8983888913276,341.50082979238437,342.48789154455034,344.6140082118857,346.1053525536953,349.72476657712946
29,352.32143884975756,358.1059906809281,355.8696466338119,354.28884672238553,351.1278400352198,346.60776450877484,341.8317328259823,342.571859303382,344.5485754477595,345.43276722768286,349.41604149413695
30,352.78574866550287,357.9953416354791,355.81838573415064,354.3490514203795,351.2844722577463,346.8526692810076,342.31912669186096,342.1124042192051,344.1702790105836,345.7603344361062,348.6054247644877
31,352.6071414125449,357.89787885792146,355.92469077417,354.2660251326729,350.6782645365928,346.2610437579044,341.82585496689654,342.6687870013419,343.65348765259245,345.0889034380771,348.4054037863581
32,353.70121525740785,357.7993413418261,356.14503206431925,354.6158149970374,350.4380813568174,345.1544509872689,341.6649840522528,343.0784190706821,343.822678423002,345.11660598319946,348.9160745051117
33,353.38119593262525,358.7077853244577,355.8175208512791,353.88387272956555,350.73872016310764,346.36098726287895,342.40737042042974,342.7099376999113,343.20707219911844,343.9999194216258,348.70810937721245
