,div_50,div_100,div_200,div_250,div_300,div_400,div_500,div_600,div_700,div_800,div_850,div_925,div_1000
0,-4.406203515827656e-06,4.366389475762844e-06,3.234937321394682e-05,2.6104971766471863e-05,1.658010296523571e-05,6.270362064242363e-06,-1.3218377716839314e-06,-2.044718712568283e-06,-6.4782798290252686e-06,-1.3142824172973633e-05,-1.602794509381056e-05,-2.5126617401838303e-05,-2.1041138097643852e-05
1,-1.0601477697491646e-05,1.739396248012781e-05,2.9247254133224487e-05,3.1126546673476696e-05,1.8754624761641026e-05,1.5104655176401138e-05,-2.8290669433772564e-06,-7.812806870788336e-06,-1.772481482475996e-05,-1.5506171621382236e-05,-1.731270458549261e-05,-1.937092747539282e-05,-1.6526435501873493e-05
2,1.1257536243647337e-05,1.5180441550910473e-05,9.3863345682621e-06,4.393397830426693e-06,8.58423300087452e-06,2.1722284145653248e-05,-1.784064806997776e-06,-6.737536750733852e-06,-1.7895130440592766e-05,-1.3323151506483555e-05,-1.1514639481902122e-05,-1.2126867659389973e-05,-1.0001938790082932e-05
3,1.6605714336037636e-05,6.723799742758274e-06,1.7798622138798237e-05,1.0938616469502449e-05,1.9173836335539818e-05,3.901077434420586e-06,-1.7411191947758198e-05,-7.468042895197868e-07,-7.465598173439503e-06,-1.4625606127083302e-05,-1.5184166841208935e-05,-1.272326335310936e-05,-1.4988589100539684e-05
4,1.7955346265807748e-05,-1.260661520063877e-06,2.6306603103876114e-05,1.247867476195097e-05,1.2744450941681862e-05,-9.840237908065319e-06,-1.2625707313418388e-05,7.601920515298843e-08,-1.680571585893631e-06,-9.304261766374111e-06,-9.079813025891781e-06,-1.0981457307934761e-05,-1.4583463780581951e-05
5,3.7394784158095717e-06,8.295290172100067e-06,2.05144751816988e-05,1.3502547517418861e-05,5.2105169743299484e-06,-5.201669409871101e-06,2.7283676899969578e-06,8.481321856379509e-06,2.2051390260457993e-06,-1.0863645002245903e-05,-1.565867569297552e-05,-2.0617153495550156e-05,-1.8750783056020737e-05
6,-3.1199451768770814e-06,2.8946087695658207e-05,3.2448326237499714e-05,3.518117591738701e-05,2.4077773559838533e-05,7.587717846035957e-06,-6.534624844789505e-06,-5.310866981744766e-06,-1.0996358469128609e-05,-1.827324740588665e-05,-2.6082037948071957e-05,-4.114210605621338e-05,-3.3014919608831406e-05
7,-1.1779426131397486e-05,5.8674952015280724e-05,3.726012073457241e-05,2.8935028240084648e-05,2.7545320335775614e-05,4.215980879962444e-06,-1.9557657651603222e-05,-1.2068892829120159e-05,-5.671638064086437e-06,-1.4240969903767109e-05,-2.6171968784183264e-05,-3.763078711926937e-05,-3.411539364606142e-05
8,-9.487586794421077e-06,4.967098357155919e-05,2.7796835638582706e-05,1.4486606232821941e-05,1.3087104889564216e-05,-9.635929018259048e-06,-1.92156876437366e-05,-6.663904059678316e-06,3.59176192432642e-06,-9.548850357532501e-06,-1.7210259102284908e-05,-2.8796144761145115e-05,-2.847594441846013e-05
9,-1.7310958355665207e-07,2.9197544790804386e-05,2.3875036276876926e-05,1.3422686606645584e-05,2.778077032417059e-05,-2.1832529455423355e-06,-1.9981758669018745e-05,-5.549867637455463e-06,5.627109203487635e-06,-1.8586870282888412e-05,-2.8095324523746967e-05,-3.94163653254509e-05,-3.46261658705771e-05
10,-4.0114682633429766e-06,6.999529432505369e-06,2.5821151211857796e-05,2.1540210582315922e-05,2.128805499523878e-05,-1.2521632015705109e-06,-1.7482787370681763e-05,7.720431312918663e-06,3.6272103898227215e-06,-1.8047401681542397e-05,-2.6682973839342594e-05,-3.41139966621995e-05,-2.7612026315182447e-05
11,4.133908078074455e-06,-1.0310148354619741e-05,9.546871297061443e-06,1.6463862266391516e-05,1.3960292562842369e-05,6.641261279582977e-06,-4.279310815036297e-06,2.1530548110604286e-05,-3.0299415811896324e-06,-1.5593250282108784e-05,-1.8842692952603102e-05,-3.20895342156291e-05,-3.204221138730645e-05
12,4.921603249385953e-06,-7.098715286701918e-06,1.746427733451128e-05,7.259775884449482e-06,9.001174475997686e-06,2.9288348741829395e-06,3.174995072185993e-06,5.8808946050703526e-06,-9.30775422602892e-06,-1.282582525163889e-05,-1.2071046512573957e-05,-1.908675767481327e-05,-1.747772330418229e-05
13,9.38767334446311e-06,-1.8729129806160927e-05,1.651898492127657e-05,1.5356577932834625e-05,1.42050557769835e-05,1.1139025446027517e-05,1.3013253919780254e-05,-3.1319796107709408e-06,-1.3501616194844246e-05,-1.7435697373002768e-05,-1.6317469999194145e-05,-1.8110033124685287e-05,-1.689186319708824e-05
14,-9.956478606909513e-06,-1.4333520084619522e-05,1.8230988644063473e-05,3.0359311494976282e-05,3.0198847298379405e-05,1.1362601071596146e-05,1.4689110685139894e-05,3.6461278796195984e-06,2.5318004190921783e-06,-2.6499503292143345e-05,-4.2555679101496935e-05,-4.406529478728771e-05,-2.9039685614407063e-05
