,div_50,div_100,div_200,div_250,div_300,div_400,div_500,div_600,div_700,div_800,div_850,div_925,div_1000
0,-2.7713249437510967e-06,2.7673086151480675e-06,1.4139688573777676e-05,1.1820811778306961e-05,9.731214959174395e-06,1.3485550880432129e-05,5.270587280392647e-06,5.50062395632267e-08,-3.4347176551818848e-06,-1.0928837582468987e-05,-1.3430137187242508e-05,-1.5357625670731068e-05,-1.4476128853857517e-05
1,2.7366768335923553e-06,9.902461897581816e-06,1.1542753782123327e-05,1.8700782675296068e-05,1.7682381439954042e-05,8.593429811298847e-06,-3.4138793125748634e-06,-6.140326149761677e-06,-3.743218258023262e-06,-4.668370820581913e-06,-8.3619961515069e-06,-1.649546902626753e-05,-1.4668912626802921e-05
2,4.161280230619013e-06,1.2432457879185677e-05,2.2868160158395767e-05,2.757343463599682e-05,2.001237589865923e-05,2.341141225770116e-06,-4.468136467039585e-06,-2.4178880266845226e-06,-5.653593689203262e-06,-1.3827113434672356e-05,-1.832458656281233e-05,-2.3986678570508957e-05,-1.871155109256506e-05
3,-1.519641955383122e-06,3.4359400160610676e-06,1.931504812091589e-05,2.3975735530257225e-05,1.4071469195187092e-05,-2.8319191187620163e-06,1.3987882994115353e-06,-2.753047738224268e-06,-6.3737970776855946e-06,-1.3137876521795988e-05,-1.6722246073186398e-05,-1.9418890587985516e-05,-1.4401040971279144e-05
4,-2.606480848044157e-06,-2.9829388950020075e-05,2.072751522064209e-05,2.4616718292236328e-05,2.1083193132653832e-05,-4.507135599851608e-06,-1.2917967978864908e-05,-3.4259865060448647e-06,-3.567896783351898e-06,-4.483561497181654e-06,-9.3457056209445e-06,-1.4024670235812664e-05,-1.3698474504053593e-05
5,-7.32118496671319e-06,-3.869466308970004e-05,3.297871444374323e-05,3.146100789308548e-05,2.1732761524617672e-05,-1.4471181202679873e-05,-1.171755138784647e-05,-8.126895409077406e-06,-6.472691893577576e-07,-5.693989805877209e-06,-7.706694304943085e-06,-1.4451798051595688e-05,-1.4295335859060287e-05
6,-8.12747748568654e-06,-1.947319833561778e-05,3.1644245609641075e-05,3.7250109016895294e-05,2.5090237613767385e-05,-1.2523960322141647e-06,-1.9008293747901917e-05,-1.3888406101614237e-05,-1.0321673471480608e-05,-1.026596873998642e-05,-3.920053131878376e-06,-7.5409188866615295e-06,-8.75850673764944e-06
7,-2.0414445316419005e-06,-1.9799452275037766e-05,3.3852411434054375e-05,3.5980017855763435e-05,2.4946348275989294e-05,-1.1693628039211035e-05,-2.4507869966328144e-05,-1.5658559277653694e-05,-8.091505151242018e-06,-2.2599706426262856e-06,3.0633527785539627e-06,-6.887130439281464e-06,-1.1894095223397017e-05
8,5.7449942687526345e-06,-1.3015116564929485e-05,3.8392667192965746e-05,2.7991351259970543e-05,2.0885898265987635e-05,-6.300921086221933e-06,-1.697475090622902e-05,-1.279881689697504e-05,-2.557062543928623e-07,1.1330703273415565e-06,-3.230525180697441e-07,-1.2506614439189434e-05,-1.3866869267076254e-05
9,-9.533105185255408e-07,5.143578164279461e-06,2.8818263672292233e-05,2.5447458028793335e-05,1.0222007404081523e-05,-9.951414540410042e-06,4.5372871682047844e-07,4.42960299551487e-06,6.77828211337328e-07,-4.4888583943247795e-06,-7.844297215342522e-06,-1.886836253106594e-05,-1.9281927961856127e-05
