,div_50,div_100,div_200,div_250,div_300,div_400,div_500,div_600,div_700,div_800,div_850,div_925,div_1000
0,3.3827382139861584e-06,7.489754352718592e-06,2.2478983737528324e-05,6.675312761217356e-06,5.1237293519079685e-06,3.619934432208538e-07,-7.229973562061787e-07,-1.0491232387721539e-05,-1.4207209460437298e-05,-2.2054067812860012e-05,-1.0622665286064148e-05,-1.2796372175216675e-06,-1.134740887209773e-05
1,6.5396015997976065e-06,2.4108157958835363e-05,2.0200619474053383e-05,1.4195684343576431e-06,1.3722456060349941e-06,2.6039197109639645e-06,4.801084287464619e-06,-8.577306289225817e-06,-1.5925150364637375e-05,-2.151483204215765e-05,-1.1341413483023643e-05,-8.514965884387493e-06,-1.2176577001810074e-05
2,1.65087403729558e-05,3.052194369956851e-05,1.8310733139514923e-05,8.908682502806187e-07,-4.072440788149834e-06,4.437635652720928e-06,6.096786819398403e-06,-1.0240648407489061e-05,-1.823948696255684e-05,-1.770735252648592e-05,-1.0597403161227703e-05,-7.66734592616558e-06,-7.064430974423885e-06
3,7.73079227656126e-06,4.079547943547368e-05,4.6201166696846485e-06,6.501039024442434e-06,6.008252967149019e-06,-4.613713826984167e-06,5.9175072237849236e-06,-9.442446753382683e-06,-1.8537044525146484e-05,-1.372629776597023e-05,-1.0145711712539196e-05,-1.5451805666089058e-06,5.550682544708252e-07
4,-3.947934601455927e-06,3.326562000438571e-05,2.5462242774665356e-05,1.6421428881585598e-05,8.679809980094433e-06,-3.6583514884114265e-06,-1.0024639777839184e-05,-4.220288246870041e-06,2.908345777541399e-06,-6.787537131458521e-06,-1.3879151083528996e-05,-1.447985414415598e-05,-1.3755285181105137e-05
5,-7.461872883141041e-06,4.247180186212063e-05,2.3197033442556858e-05,1.9028084352612495e-05,2.2410822566598654e-05,1.1227733921259642e-05,-3.6120181903243065e-06,-5.1489332690835e-06,-3.8177240639925e-06,-1.6211881302297115e-05,-2.5856774300336838e-05,-3.1948438845574856e-05,-2.68969452008605e-05
6,-1.4373857993632555e-05,5.5358512327075005e-05,3.7026358768343925e-05,2.475373912602663e-05,1.2332224287092686e-05,-2.138258423656225e-06,5.546608008444309e-07,-8.583010639995337e-06,-1.4157441910356283e-05,-1.9077910110354424e-05,-2.476631198078394e-05,-2.8032111003994942e-05,-2.4168402887880802e-05
7,-5.846668500453234e-06,9.079056326299906e-05,3.3393618650734425e-05,9.92300920188427e-06,2.2675376385450363e-06,-1.0885181836783886e-05,6.079731974750757e-06,-5.16505679115653e-06,-1.1164112947881222e-05,-1.5294761396944523e-05,-1.9884086214005947e-05,-2.902420237660408e-05,-2.5689485482871532e-05
8,9.756360668689013e-06,4.973058821633458e-05,4.806474316865206e-05,1.3986777048557997e-05,-4.634843207895756e-06,-5.864887498319149e-06,2.6749330572783947e-06,-1.3608136214315891e-05,-8.084927685558796e-06,-6.109941750764847e-06,-1.1629890650510788e-05,-2.6008114218711853e-05,-3.239745274186134e-05
9,1.0063929948955774e-05,4.7442386858165264e-05,5.049374885857105e-05,1.6761943697929382e-05,-2.3888424038887024e-07,-6.482470780611038e-06,-2.8385547921061516e-06,-1.1405441910028458e-05,1.466134563088417e-06,-3.242981620132923e-06,-1.183606218546629e-05,-3.988121170550585e-05,-4.1067018173635006e-05
10,7.309834472835064e-06,5.196407437324524e-05,3.7487130612134933e-05,7.08398874849081e-06,1.9924482330679893e-06,-3.0784867703914642e-06,-5.21424226462841e-06,-7.970491424202919e-06,-2.8257491067051888e-06,-1.2581003829836845e-06,-9.191920980811119e-06,-3.833463415503502e-05,-4.2647356167435646e-05
11,-5.079957190901041e-06,6.281852256506681e-05,2.3047294234856963e-05,4.96965367347002e-06,8.567643817514181e-06,-4.5227352529764175e-07,-8.620962034910917e-06,4.859815817326307e-06,-2.2818567231297493e-06,-9.211828000843525e-06,-1.6502337530255318e-05,-3.915047273039818e-05,-3.753590863198042e-05
12,4.220637492835522e-06,5.7577621191740036e-05,2.114567905664444e-05,4.1408929973840714e-07,7.413327693939209e-07,4.088447894901037e-06,4.945672117173672e-06,1.3660115655511618e-05,-4.831585101783276e-06,-2.0575360395014286e-05,-2.6509049348533154e-05,-3.596686292439699e-05,-3.277196083217859e-05
13,2.1231244318187237e-07,5.4261996410787106e-05,2.1168147213757038e-05,5.587644409388304e-06,-3.2089301384985447e-06,4.989211447536945e-06,1.538469223305583e-05,6.218964699655771e-06,-3.682682290673256e-06,-1.5581725165247917e-05,-2.7714879252016544e-05,-3.8707046769559383e-05,-2.8487585950642824e-05
14,6.412738002836704e-06,2.9054703190922737e-05,2.1890969946980476e-05,1.5830853953957558e-05,9.654788300395012e-06,2.0031060557812452e-05,7.428869139403105e-06,2.923188731074333e-06,-5.0336821004748344e-06,-6.921007297933102e-06,-2.1690852008759975e-05,-4.619918763637543e-05,-3.8176600355654955e-05
15,6.093003321439028e-06,4.3473788537085056e-05,3.804039442911744e-05,1.7760845366865396e-05,1.033296575769782e-05,2.5119923520833254e-05,-2.8284266591072083e-06,-1.2573611456900835e-05,-5.59311592951417e-06,-5.515525117516518e-06,-2.1532061509788036e-05,-5.3142313845455647e-05,-4.976801574230194e-05
16,-1.0362709872424603e-05,6.272614700719714e-05,3.6665587686002254e-05,1.1434603948146105e-05,-3.407825715839863e-06,1.593580236658454e-05,-3.120163455605507e-06,-1.1019699741154909e-05,-5.459529347717762e-06,-5.487003363668919e-06,-2.162577584385872e-05,-4.435505252331495e-05,-4.714448004961014e-05
17,-1.0807212674990296e-05,9.324878919869661e-05,2.938578836619854e-05,1.0770047083497047e-05,-5.099223926663399e-06,1.943320967257023e-06,-8.30122735351324e-06,-1.522956881672144e-05,-5.7192519307136536e-06,-2.5208573788404465e-06,-1.9428669475018978e-05,-4.56890556961298e-05,-4.4423737563192844e-05
18,1.7195707187056541e-06,9.945174679160118e-05,4.4540094677358866e-05,2.2117979824543e-05,-1.564575359225273e-05,-1.716346014291048e-05,1.551932655274868e-06,1.974112819880247e-06,-2.2310996428132057e-06,-7.288646884262562e-06,-2.4330802261829376e-05,-4.663725849241018e-05,-4.5529683120548725e-05
19,2.8807553462684155e-06,8.022558176890016e-05,3.2202922739088535e-05,7.381080649793148e-06,-1.621549017727375e-05,4.917383193969727e-07,1.2919248547405005e-05,5.0656963139772415e-06,-3.4364638850092888e-06,-9.314389899373055e-06,-2.4626730009913445e-05,-4.3733627535402775e-05,-4.151969915255904e-05
20,-6.044807378202677e-06,4.089606227353215e-05,5.4165779147297144e-05,1.6963575035333633e-05,-2.5085522793233395e-05,9.826035238802433e-07,1.5957222785800695e-05,4.5933411456644535e-06,-5.029025487601757e-06,-1.599255483597517e-05,-2.7196132577955723e-05,-4.243222065269947e-05,-3.914831904694438e-05
21,-1.1073308996856213e-05,3.151304554194212e-05,2.96181533485651e-05,1.0699208360165358e-05,-2.3296568542718887e-05,7.87113094702363e-06,2.4128006771206856e-05,1.6836507711559534e-05,-5.385954864323139e-06,-1.7828657291829586e-05,-2.5970046408474445e-05,-3.890949301421642e-05,-3.3880292903631926e-05
22,-5.224195774644613e-06,3.041402669623494e-05,2.893758937716484e-05,9.02893953025341e-06,-9.732932085171342e-06,8.572358638048172e-06,2.174882683902979e-05,1.3927987311035395e-05,-9.166309610009193e-06,-1.6294186934828758e-05,-2.5984598323702812e-05,-3.8719153963029385e-05,-3.3472606446594e-05
