,div_50,div_100,div_200,div_250,div_300,div_400,div_500,div_600,div_700,div_800,div_850,div_925,div_1000
0,-3.6321289371699095e-06,4.206673474982381e-05,2.006860449910164e-05,5.776761099696159e-06,4.203233402222395e-06,-6.992253474891186e-06,-6.244983524084091e-06,3.9831502363085747e-07,-5.1895622164011e-06,-9.023817256093025e-06,-9.82347410172224e-06,-1.2303236871957779e-05,-1.2287928257137537e-05
1,7.356924470514059e-06,3.678404027596116e-05,8.294591680169106e-06,5.39637403562665e-06,-1.3585668057203293e-06,-5.362671799957752e-06,-3.066379576921463e-07,-3.0925730243325233e-06,-9.127776138484478e-06,-1.1087395250797272e-06,-9.167706593871117e-07,-7.827533408999443e-06,-1.5059427823871374e-05
2,1.4684541383758187e-05,1.3812154065817595e-05,2.3833708837628365e-06,6.984919309616089e-10,6.466987542808056e-06,4.70189843326807e-06,7.410882972180843e-06,-3.737339284271002e-06,-8.057337254285812e-06,-2.071843482553959e-06,-5.284207873046398e-06,-1.4659715816378593e-05,-1.880928175523877e-05
3,-7.835609721951187e-06,2.299027983099222e-06,1.6146208565714915e-05,7.051363354548812e-06,1.3912096619606018e-05,3.3776741474866867e-06,-4.236586391925812e-06,-1.673470251262188e-06,-4.08815685659647e-06,-7.636728696525097e-06,-1.1556665413081646e-05,-2.0579085685312748e-05,-2.0828272681683302e-05
4,-2.4741602828726172e-06,-4.12878580391407e-06,3.8034748286008835e-05,2.6837922632694244e-05,1.8514925613999367e-05,-1.0885996744036674e-05,-8.440460078418255e-06,-9.240699000656605e-06,-1.5634577721357346e-06,-9.164796210825443e-06,-1.2845033779740334e-05,-2.0754989236593246e-05,-1.9852363038808107e-05
5,-5.616107955574989e-06,-1.0301300790160894e-05,3.5988399758934975e-05,2.6853405870497227e-05,2.0118546672165394e-05,-1.662742579355836e-05,-9.338604286313057e-06,-7.094000466167927e-06,-8.017872460186481e-06,-7.62217678129673e-06,-7.984577678143978e-06,-1.9219471141695976e-05,-1.744262408465147e-05
6,3.899156581610441e-06,8.029455784708261e-06,5.0937989726662636e-05,2.1198764443397522e-05,-2.9771472327411175e-06,-2.07552220672369e-05,-5.661160685122013e-06,-4.6961940824985504e-07,-4.362722393125296e-06,-9.843148291110992e-06,-1.2322678230702877e-05,-2.6198395062237978e-05,-2.9017915949225426e-05
7,6.835209205746651e-06,4.0210201404988766e-05,4.1982391849160194e-05,1.1723837815225124e-05,-6.329384632408619e-06,-7.383991032838821e-06,-1.106032868847251e-05,-5.1729148253798485e-06,-4.439498297870159e-07,-1.263630110770464e-05,-1.67058315128088e-05,-2.2682244889438152e-05,-2.7681293431669474e-05
8,-4.287576302886009e-06,6.139156175777316e-05,3.5953824408352375e-05,7.694237865507603e-06,-9.061011951416731e-06,-2.221786417067051e-07,-1.5787663869559765e-05,-1.2452714145183563e-05,-7.687543984502554e-06,-1.1948170140385628e-05,-1.1805619578808546e-05,-1.6578705981373787e-05,-1.883326331153512e-05
9,-8.423259714618325e-06,5.307525862008333e-05,3.444659523665905e-05,1.0526491962536966e-05,2.0004226826131344e-06,-6.691785529255867e-06,-2.3434171453118324e-05,-1.6042846255004406e-05,-1.2553646229207516e-06,-3.582681529223919e-06,-6.905524060130119e-06,-1.728837378323078e-05,-2.5855377316474915e-05
10,-1.026676909532398e-05,1.9948231056332588e-05,4.343141335994005e-05,2.25488911382854e-05,8.37288098409772e-06,-1.0014977306127548e-05,-2.450274769216776e-05,-4.770350642502308e-06,-2.6036868803203106e-06,-1.0300078429281712e-05,-1.2572098057717085e-05,-2.3140572011470795e-05,-3.057077992707491e-05
11,-1.2904172763228416e-05,3.9335922338068485e-05,5.1062204875051975e-05,3.403937444090843e-05,1.5902274753898382e-05,-9.523238986730576e-06,-1.6784528270363808e-05,-1.3828394003212452e-06,-4.1387975215911865e-06,-1.734460238367319e-05,-2.3080676328390837e-05,-3.732996992766857e-05,-3.8043828681111336e-05
12,-1.017196336761117e-05,0.00011160050053149462,4.782585892826319e-05,3.189517883583903e-05,1.3433222193270922e-05,-1.3165292330086231e-05,-2.213660627603531e-05,-1.0245246812701225e-05,-1.068867277354002e-05,-1.7874175682663918e-05,-1.7750426195561886e-05,-2.72850738838315e-05,-3.154616570100188e-05
13,2.2655411157757044e-05,9.622273501008749e-05,4.344887565821409e-05,1.4236080460250378e-05,-8.136092219501734e-06,-1.5729921869933605e-05,-1.416361192241311e-05,-1.18028256110847e-05,-6.999587640166283e-06,-8.455303031951189e-06,-7.815775461494923e-06,-1.3694167137145996e-05,-2.8406851924955845e-05
14,2.4042907170951366e-05,7.208337774500251e-05,3.814679803326726e-05,1.7877842765301466e-05,9.700888767838478e-06,-1.0329124052077532e-05,-1.4688295777887106e-05,-3.6896090023219585e-06,-8.585338946431875e-06,-8.835399057716131e-06,-1.2777280062437057e-05,-2.7271569706499577e-05,-3.854435635730624e-05
