,div_50,div_100,div_200,div_250,div_300,div_400,div_500,div_600,div_700,div_800,div_850,div_925,div_1000
0,-5.045105353929102e-06,-1.778657315298915e-05,4.181230906397104e-05,2.301274798810482e-05,3.382680006325245e-06,-4.064873792231083e-06,-1.8913589883595705e-05,-1.0520161595195532e-05,-6.309302989393473e-06,-7.1964459493756294e-06,-8.91159288585186e-06,-1.0881107300519943e-05,-1.274223905056715e-05
1,2.079745172522962e-06,-1.603167038410902e-05,4.1190695014847734e-05,2.4891167413443327e-05,1.1484167771413922e-05,-3.714929334819317e-06,-2.457748632878065e-05,-1.7839076463133097e-05,-4.039029590785503e-06,-4.74823173135519e-06,-2.4911132641136646e-06,-2.0080478861927986e-06,-5.510926712304354e-06
2,-1.0599585948511958e-05,-1.843442441895604e-05,3.0875438824296e-05,2.5881105102598667e-05,2.0789157133549452e-05,-4.323839675635099e-06,-2.7669942937791348e-05,-1.3894517906010151e-05,-4.107423592358828e-06,-3.677094355225563e-06,4.7619687393307686e-07,2.509565092623234e-06,-1.9259750843048096e-06
3,-1.3685872545465827e-05,-2.3585278540849686e-05,2.0674197003245354e-05,2.9986491426825523e-05,2.7216156013309956e-05,-2.6209745556116104e-06,-1.269741915166378e-05,-1.0529998689889908e-05,-2.4673063308000565e-06,-6.700749509036541e-06,-5.313835572451353e-06,-6.801099516451359e-06,-6.753543857485056e-06
4,-1.4666817151010036e-05,-1.2476928532123566e-05,1.726977643556893e-05,2.6642694137990475e-05,1.5979749150574207e-05,4.841596819460392e-06,-1.1212832760065794e-05,5.242764018476009e-07,-3.2332027330994606e-06,-8.447328582406044e-06,-1.0160845704376698e-05,-1.2949923984706402e-05,-1.2727919965982437e-05
5,-5.724024958908558e-06,-1.1585419997572899e-05,1.3179669622331858e-05,2.4523877073079348e-05,1.3783632311969995e-05,2.3055472411215305e-06,-1.103733666241169e-05,1.0360963642597198e-08,-3.3997930586338043e-06,-4.93926927447319e-06,-9.752227924764156e-06,-2.026837319135666e-05,-1.67118851095438e-05
6,2.0554871298372746e-06,-3.2676616683602333e-06,1.5806290321052074e-05,2.0382343791425228e-05,1.9860221073031425e-05,-4.320172592997551e-07,-1.7155020032078028e-05,-6.870192009955645e-06,-1.7693964764475822e-06,-3.0512455850839615e-06,-6.904941983520985e-06,-1.8066144548356533e-05,-1.531001180410385e-05
7,3.328736056573689e-06,-6.702030077576637e-07,2.5930581614375114e-05,3.373262006789446e-05,2.9400340281426907e-05,-7.872004061937332e-06,-3.6858313251286745e-05,-1.2755743227899075e-05,4.229485057294369e-06,2.220156602561474e-06,4.309695214033127e-07,-1.2727105058729649e-05,-1.2084259651601315e-05
8,-1.1053576599806547e-05,9.336217772215605e-06,5.194288678467274e-05,4.010775592178106e-05,1.1883268598467112e-05,-3.565708175301552e-05,-2.6578200049698353e-05,1.1669762898236513e-05,1.6583944670856e-05,-9.49040986597538e-06,-1.7921789549291134e-05,-2.705759834498167e-05,-1.9906670786440372e-05
9,-1.4819670468568802e-06,5.097826942801476e-07,6.608245894312859e-05,3.8109603337943554e-05,1.325877383351326e-05,-2.956204116344452e-05,-2.5553570594638586e-05,8.957460522651672e-06,7.401104085147381e-06,-1.5213037841022015e-05,-1.9916449673473835e-05,-2.7448870241641998e-05,-1.895060995593667e-05
10,8.913921192288399e-06,-1.4427700079977512e-05,5.177239654585719e-05,1.3699056580662727e-05,-5.908077582716942e-07,-1.6706646420061588e-05,-6.952905096113682e-06,4.960398655384779e-06,-1.2998352758586407e-06,-1.304491888731718e-05,-1.6983540263026953e-05,-2.3723114281892776e-05,-1.9955681636929512e-05
11,2.3331958800554276e-06,-5.827867425978184e-06,6.422365549951792e-05,2.9733055271208286e-05,2.9378978069871664e-05,-1.809460809454322e-05,-1.6024336218833923e-05,-4.044966772198677e-06,-1.0377494618296623e-05,-1.8548802472651005e-05,-2.0109466277062893e-05,-2.619961742311716e-05,-2.8038164600729942e-05
12,-7.122172974050045e-06,2.2248132154345512e-06,4.699663259088993e-05,1.9594852346926928e-05,9.727082215249538e-06,-2.538796979933977e-05,2.4581095203757286e-06,2.2910535335540771e-07,-1.2630654964596033e-05,-9.148730896413326e-06,-8.358270861208439e-06,-1.59568153321743e-05,-1.9174418412148952e-05
13,1.8714345060288906e-06,8.724338840693235e-06,2.0928913727402687e-05,1.6334583051502705e-05,1.1313939467072487e-05,-1.366366632282734e-05,4.975940100848675e-06,2.816668711602688e-07,-6.554706487804651e-06,-8.454429917037487e-06,-1.2349803000688553e-05,-2.6212073862552643e-05,-2.4175969883799553e-05
14,6.037997081875801e-06,4.2546889744699e-05,2.692465204745531e-05,1.2919190339744091e-05,6.155343726277351e-06,-5.247420631349087e-06,8.566363248974085e-06,-2.1525193005800247e-07,-1.6519217751920223e-05,-1.5101861208677292e-05,-1.777720171958208e-05,-3.279594238847494e-05,-3.0180905014276505e-05
15,1.1668889783322811e-06,6.30704453215003e-05,2.945342566817999e-05,9.032606612890959e-06,-6.027999916113913e-06,-8.262693881988525e-06,-2.6868656277656555e-06,-7.681141141802073e-06,-1.0728195775300264e-05,-1.2628734111785889e-05,-1.2994976714253426e-05,-2.774130553007126e-05,-2.701429184526205e-05
16,3.5584380384534597e-06,6.339687388390303e-06,4.3307256419211626e-05,2.183194737881422e-05,6.368267349898815e-06,-9.202107321470976e-06,-8.725444786250591e-06,-1.8580816686153412e-05,-8.938368409872055e-06,-1.3292301446199417e-05,-8.502625860273838e-06,-8.884118869900703e-06,-1.1491123586893082e-05
17,-5.826994311064482e-06,-2.625922206789255e-06,3.131263656541705e-05,2.2097257897257805e-05,1.6676159987127903e-05,-7.71501800045371e-06,-1.6333942767232656e-05,-1.2121221516281366e-05,-3.842811565846205e-06,-6.949412636458874e-06,-4.670466296374798e-06,-1.2219185009598732e-05,-2.048647729679942e-05
