,eqt1000,eqt200,eqt250,eqt300,eqt400,eqt500,eqt600,eqt700,eqt800,eqt850,eqt925
0,343.4578544845874,347.8948456689742,347.28869933655085,345.8246828359991,344.31075160142245,341.96162932851803,336.33999877856013,335.0427000570595,338.0449882738352,338.3595787694795,340.6648960397613
1,343.3505422189232,348.16808478382495,346.89392834439207,345.5958097268143,344.01747602069577,341.95045076042743,336.5890581905526,334.4645458101744,337.87993558701146,338.41823151500864,340.4995779469469
2,343.5382733876576,349.2063616377753,347.8611446487033,346.0504376361053,344.4734505840288,341.3296218669565,335.6726476147594,336.3541581697326,339.26596179333535,339.5221920589116,340.7005605956512
3,344.2010487893376,349.91203777185,348.17335500939396,346.34535505884094,344.91086423285014,341.82269653691105,336.1243726255325,335.44507462390953,339.0327729354583,339.68070801101965,341.41061738634176
4,344.61805106643214,350.04412896937686,348.08488893141396,346.7778022585456,344.90889966320503,341.85394436206445,336.66545783490085,335.2553136820999,339.11749698383346,340.01617362954664,342.3193035007438
5,345.09356016894276,349.4729105679958,347.6858609860109,346.5650022342147,344.6849790465393,341.68299622027587,337.40346522721023,334.8840859388039,338.87316185283197,340.0471834009775,343.01480179550737
6,344.5405535705744,349.91551505796053,347.20365473247887,345.98028444969157,344.01442341424263,341.201814109104,336.6690489195976,337.3473210070161,340.1845163699437,340.9845358233366,343.53455331318906
7,344.885927648081,350.03273388604237,347.67645940074533,345.88218355785375,343.6968876701876,341.36350912863134,336.83865630331013,337.9508636920017,340.37969095186844,341.21649630941215,343.56102901547627
8,345.0076353617611,350.0779346724021,348.7288939008637,346.3640157364797,343.7085333798486,341.72107322356896,336.7183882014679,337.6932457470654,340.4531130928665,341.23469044659316,343.4284262220209
9,344.6831978699977,349.86326492432244,349.2468242905337,346.8164946268753,343.7010773232633,341.8656151785227,336.6846420397751,336.6925302223567,340.13084048932535,340.8133697397378,342.7905399374897
10,344.67137884640465,350.2810873867961,348.8534757930401,347.87656754935205,344.9589572339089,343.047563136402,337.4842893925056,337.9948682596029,340.99053488216435,341.29378951903465,343.8385869870285
11,345.0308106923705,351.1619267785391,349.1763252244924,348.17917976295007,345.37924233302556,343.92721857063265,337.955062191613,337.68833209981307,340.72701339303933,341.3188345613171,343.301114768757
12,345.11629472147547,350.4809477460618,349.7679521240657,349.0006551555267,345.80444732466344,343.97359191177355,337.91759346039953,337.55353464246514,339.9183228768953,341.27379331414977,343.2134091508338
13,345.635030045073,350.1795474857314,349.9603077573047,348.9590957020962,345.6891680869048,343.0721140633619,338.13936638473194,336.6037216612062,338.41539051594486,340.508679582731,343.3371515152044
14,345.8437313798069,350.1859600100562,349.1334160605153,348.11145090016555,344.9833847767294,341.691065172813,337.97043487739825,336.15988469616826,337.517311117462,339.12360150770917,342.88748758492306
15,346.4582719305416,349.43165851994945,347.9360431998697,347.4083052544844,344.40715654726273,341.21586509401993,338.2277436586836,335.9417158272624,337.4938234602628,338.80685028391986,343.4739611432617
16,346.7612923403937,349.66334073542413,347.8189020262356,346.48328222555085,343.99075424993083,340.59205857127597,338.2259318134378,335.80515401247385,337.7674109635572,339.175489148464,343.6076254952401
17,346.74477604752667,350.0825601351993,348.12596458299015,346.0598120061097,343.8326936809711,340.34754982656557,338.5730087337769,336.0914025927566,338.529170157966,339.6054648034924,343.684503039153
18,346.4611269588509,350.4184312675777,348.5816717487687,345.98764756556045,343.276990501431,339.8802361745587,338.3002375422621,336.38442244850125,338.4552937688238,339.8306509380738,343.88928950253467
19,346.95651086924863,351.13882386296723,349.27468197700387,346.9479285254604,343.5450416519079,340.3711845457489,338.2008396955067,336.7800760142701,339.0384666207582,340.4451264988173,344.58760186886997
20,346.7299857238709,351.3414797693925,349.4851656259916,347.24236735607093,343.774263238354,341.2414031708234,338.0082320005772,337.2316180829154,339.9055986959957,340.9964606314066,344.92977829173196
21,346.5433286866488,351.1953342845442,349.4201207984671,347.1223315584863,343.66001399113765,341.47087884627217,338.2862841907764,337.50977730774,340.3192078906294,341.1849384979044,344.3588272820906
22,346.0319523758829,350.78850614034803,349.0250256154865,347.37795270168056,344.5402352485307,342.1203927798704,338.70245827558784,336.8504674228825,339.643740348517,340.56693007154973,343.8553154150939
23,346.16736797779265,350.1171245633534,348.60447623960295,347.05823010415315,344.39244808215767,341.7412319700293,339.6581247901672,337.2588718855447,339.8122351637545,340.97224410438236,343.96139595732825
24,345.9251492895578,350.11670648476644,348.66601682908083,347.11155871651374,344.48295088960253,342.2552825680996,340.0485152589802,338.1079752908459,340.23573357680783,341.3011780045997,343.8478388810857
25,345.49100534181923,350.63944595807425,348.8373270934568,347.4824639643767,344.9170556365768,342.9863215070924,339.4433850076228,338.85926152010086,340.3628310711522,341.33915826441097,343.5137190439501
26,344.88141507355056,350.74195869202254,349.56947811384157,348.16850217976577,345.7939087157377,343.0992963705452,339.5645578188968,340.0903461255723,341.0081907354304,341.4017058025544,343.1794297691738
27,345.519639064133,351.8525346225956,350.7670865926501,348.9992568411133,346.0353643292924,342.5548413375785,338.70952779287467,339.47809570216117,340.65691042302177,341.2375666413165,343.52254266061345
28,345.7960872035212,352.5220865705952,351.3876341871056,349.59149803477317,345.8857633104178,342.13990954811,338.2076973252706,338.1001240283154,340.4658848690272,341.405159694718,343.9615593174289
29,346.24169462843247,351.89816936626585,351.07294372706565,349.1960494201235,345.42314750854337,341.05277036910707,338.2640857318181,337.0304269462806,340.18732594176026,341.4261945623594,344.1085511792207
30,345.72142100716223,351.28628469094446,350.9090687220273,349.45662973398976,346.2123234799544,342.0745669549028,338.1694777854211,337.7563333430674,341.3428317594284,341.96496109921395,343.95415412941503
31,345.69238710574075,351.2869678326445,350.8991344131019,349.45920270123827,346.10684491542423,342.1327295846807,338.71926878777685,337.7560544730125,341.00122874037197,341.61456174208655,343.8034121420901
32,346.12247100171004,351.28953186602615,350.9090312633031,349.37735035999515,345.7190342288029,341.6378025501064,339.0551715780386,337.92195313812465,340.8355402744039,341.58851119184044,343.8920651844088
33,346.289275498644,351.12541790002456,350.61788848422646,349.0262697510244,345.15390300433023,341.21304053713396,338.7765138029683,337.9895418521738,340.70116833704867,341.56714739843676,343.53501206673457
34,346.27985510080504,351.1651517099723,350.54860889949015,349.1951828702756,345.57801645874093,341.79689940715406,338.58141178716966,338.75713358339584,340.4290373005857,340.8743353633014,343.3349672235197
35,346.14664546924587,351.61745619114004,350.94618709405006,349.38694175122737,345.8221948578957,342.7964114310792,338.2021297976168,338.7453644637066,340.43869508790857,340.7859564297263,342.61826729585965
36,346.52524820590327,352.4342805920299,351.0257602740571,349.1478688315157,345.68973156769357,342.8846747856964,337.8384773274541,338.6557857076813,340.52441276476213,340.7649980031671,342.59868218614025
37,347.24842850592455,352.0108714009,350.86903415517634,349.27930592211624,346.08489178647915,343.3404340041778,337.94475892500344,338.55957124958144,340.65264018593393,340.7748915006578,342.6769256725504
38,347.5731043936052,351.73565305538267,350.6280896753217,349.32973125435683,347.14114873453747,343.93545087545147,338.5815568139629,339.0490476258578,341.26394679656573,341.6933369438725,343.65158100303904
39,347.48558161462677,350.8315454578453,349.85575343926143,349.41141033060364,347.1149139388142,343.30578758516435,337.83364740916227,338.4766929479913,340.37100181903105,341.6315586025898,344.03355225021755
40,347.31571955069904,350.9051445643332,350.17950496437163,349.41997748107497,346.90458314187174,342.79252691904117,337.340111603012,337.6144807732594,340.21657133451714,341.7014139500211,344.0147140032145
41,346.93717091270656,351.0290164413548,350.2393193862144,349.1544974838439,346.1891794526091,342.2692646344839,337.4326333351122,337.03085011265085,339.7891436660871,341.5045347706872,344.1322889220945
42,347.09351705591064,350.6398139314306,349.32688748602754,348.5283789394032,346.14137937865786,342.6268299558179,338.232915050585,337.0581238908227,339.96087194383506,341.4527837002921,343.7105257609219
43,346.484363450332,350.88296108892547,349.8917527403641,348.97689611155073,346.50833824159974,342.726196814167,337.9686159474753,337.96715698480637,340.30356362847346,341.5006508553819,343.7337200219689
44,346.9617135677514,351.88336431132586,350.2938436334749,348.7109898613527,346.3506031870706,342.85260818956067,337.8982037170266,338.14037746884276,340.529125117684,341.6247513291386,344.03485529475483
45,347.1886068048232,352.2174522600812,350.1011935300949,348.4727969505403,346.20779940022675,342.8485055995301,338.397778019669,337.73773601828395,340.49399202536586,341.7113239925841,344.37075932768096
46,346.8416299228602,351.4621066812601,349.7413368596281,348.1313544238054,346.3677656884061,343.1882504302656,340.02740240513367,338.4595721631291,340.2794896757697,341.1464424716782,343.9426056717937
47,346.7199639399306,351.0762027749048,349.30279616774794,347.66121044591773,345.9155696057815,343.4533503073359,340.83612965981104,339.10700267336904,340.3689720587339,341.358036129522,343.7025007644363
48,346.5173359608084,350.62741678383924,348.7751696913253,347.4295566876464,346.0934636677678,344.2857491674877,340.66527920642557,339.7712388673799,340.8154004862138,341.80932867696106,344.0305133618407
49,346.45512161409334,350.3855314693527,348.7985026102341,347.67569292639274,346.7604239588473,345.3476291121026,340.2912691545345,340.0806352394676,341.3501183151437,342.1565454633119,344.1559320606597
