,div_50,div_100,div_200,div_250,div_300,div_400,div_500,div_600,div_700,div_800,div_850,div_925,div_1000
0,1.1342461220920086e-05,3.646779805421829e-05,4.103116225451231e-05,2.8147012926638126e-05,2.835760824382305e-05,1.0106246918439865e-05,-8.422299288213253e-06,-8.077244274318218e-06,-2.789008431136608e-05,-3.729749005287886e-05,-3.886630292981863e-05,-3.510469105094671e-05,-2.8050504624843597e-05
1,1.0573246981948614e-05,4.926812835037708e-05,4.17857663705945e-05,9.038951247930527e-06,1.047330442816019e-06,-1.5714671462774277e-05,-2.2916763555258512e-05,-2.0627921912819147e-05,-1.582957338541746e-05,-1.299404539167881e-05,-1.0805320926010609e-05,-1.540803350508213e-05,-1.7681973986327648e-05
2,3.566383384168148e-06,2.273556310683489e-05,1.0912306606769562e-05,3.2348325476050377e-06,6.345449946820736e-06,-1.2665113899856806e-05,-1.7587386537343264e-05,-1.1012889444828033e-05,-4.968373104929924e-06,-7.84778967499733e-06,-4.034256562590599e-06,-5.213078111410141e-06,-1.189415343105793e-05
3,3.8112630136311054e-06,2.1276006009429693e-05,1.3453711289912462e-05,7.162219844758511e-06,1.3193173799663782e-05,-1.9963481463491917e-06,-8.151284419000149e-06,-7.822993211448193e-06,-1.1285301297903061e-05,-1.5390454791486263e-05,-1.7731566913425922e-05,-1.1853757314383984e-05,-1.3508426491171122e-05
4,1.0752177331596613e-05,6.319140084087849e-06,2.2588646970689297e-05,2.540356945246458e-05,2.0844745449721813e-05,-1.1041411198675632e-06,-1.3899523764848709e-05,-1.7552345525473356e-05,-1.359719317406416e-05,-1.8363120034337044e-05,-1.6989652067422867e-05,-8.549424819648266e-06,-1.0058109182864428e-05
5,-1.2029195204377174e-06,-6.28945417702198e-06,3.8867699913680553e-05,2.4308101274073124e-05,1.8136692233383656e-05,-4.233093932271004e-06,-1.98428169824183e-05,-1.3982411473989487e-05,-1.5982950571924448e-05,-1.4605582691729069e-05,-1.7028534784913063e-05,-7.641618140041828e-06,-4.375004209578037e-06
6,-1.7751532141119242e-05,1.1142692528665066e-06,3.4145195968449116e-05,2.7716218028217554e-05,1.7845843103714287e-05,-2.852175384759903e-07,-1.0402640327811241e-05,-1.038599293678999e-05,-2.5987275876104832e-05,-1.4025368727743626e-05,-1.3202778063714504e-05,-1.1851079761981964e-05,-1.263967715203762e-05
7,-1.0349554941058159e-05,1.568213338032365e-05,4.695128882303834e-05,3.198503696921762e-05,1.7147220205515623e-05,-7.746624760329723e-06,-1.5209661796689034e-05,-4.349101800471544e-06,-2.903072163462639e-05,-2.219050657004118e-05,-1.346005592495203e-05,-1.0404037311673164e-05,-1.4181365258991718e-05
8,-3.711320459842682e-06,-1.0631047189235687e-06,5.6448858231306076e-05,2.186349593102932e-05,4.441317230430286e-06,-1.8261605873703957e-05,-1.238065306097269e-05,2.7619535103440285e-07,-2.2411870304495096e-05,-2.0681065507233143e-05,-1.3178912922739983e-05,-1.0881805792450905e-05,-1.4022341929376125e-05
9,-1.5998899471014738e-05,-2.1051382645964622e-05,3.0063907615840435e-05,2.1940795704722404e-06,-3.620400093495846e-06,-1.5480152796953917e-05,-1.1265045031905174e-05,1.2251199223101139e-05,-8.746806997805834e-06,-1.783610787242651e-05,-1.2111733667552471e-05,-8.955714292824268e-06,-1.1383730452507734e-05
10,-1.893547596409917e-05,-1.4610937796533108e-05,2.207368379458785e-05,-9.410432539880276e-07,1.6079284250736237e-06,-1.1072610504925251e-05,-1.2219359632581472e-05,1.3411219697445631e-05,-8.347968105226755e-06,-1.8092570826411247e-05,-1.3927812688052654e-05,-1.173198688775301e-05,-1.4068209566175938e-05
11,-3.0963565222918987e-06,-7.155700586736202e-06,2.1020649001002312e-05,3.9861188270151615e-06,8.583767339587212e-06,-3.990950062870979e-06,-1.2429081834852695e-05,1.9093160517513752e-05,-9.385053999722004e-06,-1.7033773474395275e-05,-1.4139222912490368e-05,-1.4568795450031757e-05,-1.624738797545433e-05
12,8.151051588356495e-06,-4.479428753256798e-06,2.976297400891781e-05,1.1609692592173815e-05,1.0645599104464054e-05,3.3879769034683704e-06,-7.098016794770956e-06,1.2009695637971163e-05,-1.9209343008697033e-05,-2.0537874661386013e-05,-1.7056125216186047e-05,-1.6059959307312965e-05,-1.863733632490039e-05
13,1.0324991308152676e-05,-9.972078260034323e-06,3.322516568005085e-05,1.793866977095604e-05,4.488625563681126e-06,-6.2355538830161095e-06,-1.8972204998135567e-05,-4.61359741166234e-06,-5.231588147580624e-06,-6.785732693970203e-06,-5.2407849580049515e-06,-5.177455022931099e-06,-8.17043473944068e-06
14,5.848414730280638e-06,-6.806803867220879e-06,2.506026066839695e-05,2.165499608963728e-06,3.939843736588955e-06,5.958369001746178e-06,8.622882887721062e-07,9.863113518804312e-06,2.5603221729397774e-06,-1.037574838846922e-05,-1.579395029693842e-05,-2.8214184567332268e-05,-2.996576949954033e-05
15,2.9749644454568624e-06,3.068533260375261e-05,3.0456227250397205e-05,2.797029446810484e-05,2.9904767870903015e-05,2.5102170184254646e-05,5.08397351950407e-06,-3.728666342794895e-06,-1.5599187463521957e-05,-2.8143636882305145e-05,-2.9979506507515907e-05,-4.1789491660892963e-05,-3.464805195108056e-05
