,tot_Prec_Intg
0,919.1092848777771
1,1041.531264781952
2,934.7137808799744
3,841.861367225647
4,621.6143071651459
5,610.9815835952759
6,878.1825006008148
7,1001.7566382884979
8,1023.4923660755157
9,985.8793020248413
10,954.5643627643585
11,1175.4798144102097
12,1205.5234611034393
13,1376.6185194253922
14,1332.5628638267517
15,1450.9886503219604
16,1291.753128170967
17,1317.5185769796371
18,1272.178590297699
19,1422.7567613124847
20,1654.2226076126099
21,1753.823533654213
22,1734.9215596914291
23,1772.5695669651031
24,1806.8129569292068
25,1477.7297526597977
26,1413.4730398654938
27,1710.726022720337
28,1794.8232591152191
29,1860.4247272014618
30,1883.3478540182114
31,1822.3372101783752
32,1847.379058599472
33,1737.5724017620087
34,1524.4051069021225
35,1599.1928428411484
36,1599.9262034893036
37,1440.412849187851
38,1120.0439929962158
39,1076.8812894821167
40,1063.3949935436249
41,1210.8635902404785
42,1170.1740324497223
43,803.2944798469543
44,887.0193362236023
45,852.9940992593765
46,802.1169155836105
47,772.1026241779327
48,764.4013315439224
49,623.75508248806
50,519.9631303548813
51,459.7822576761246
52,505.4140090942383
53,643.1017816066742
54,694.5890188217163
55,542.374849319458
56,622.609555721283
57,703.3880800008774
58,892.4428373575211
59,959.6993774175644
60,1194.8853731155396
61,1393.0648565292358
