,tot_Prec_max
0,22.55725860595703
1,17.919063568115234
2,20.162582397460938
3,22.744178771972656
4,29.732704162597656
5,15.921592712402344
6,11.473655700683594
7,23.148536682128906
8,16.696929931640625
9,15.738487243652344
10,10.622024536132812
11,10.563850402832031
12,13.527393341064453
13,11.751651763916016
14,8.402824401855469
15,6.499290466308594
16,4.306793212890625
17,5.918025970458984
18,5.667209625244141
19,4.343986511230469
20,3.204345703125
21,1.1816024780273438
22,1.4772415161132812
23,2.6907920837402344
24,3.2987594604492188
25,2.35748291015625
26,2.574920654296875
27,3.6716461181640625
28,3.6973953247070312
29,2.917766571044922
30,2.411365509033203
31,8.740901947021484
32,5.553245544433594
33,2.5281906127929688
34,3.856182098388672
35,2.891063690185547
36,3.8352012634277344
37,3.6706924438476562
38,1.5559196472167969
39,6.9484710693359375
40,3.4742355346679688
41,0.8387565612792969
42,0.4496574401855469
43,0.6103515625
44,0.3380775451660156
45,0.2703666687011719
46,0.37097930908203125
