,Prec_Intg
0,183.73260274529457
1,167.807936668396
2,172.74979501962662
3,163.5800302028656
4,145.13911679387093
5,122.41516262292862
6,132.42660090327263
7,137.81582936644554
8,148.82676303386688
9,205.80600947141647
10,202.20695063471794
11,205.1980420947075
12,212.59089931845665
13,183.82342532277107
14,175.44381320476532
15,273.78613129258156
16,283.0437757074833
17,243.11164394021034
18,202.85535603761673
19,173.69886860251427
20,241.23121052980423
21,235.23936048150063
22,206.17546513676643
23,251.95132941007614
24,247.64671921730042
25,240.91502651572227
26,167.72737726569176
27,286.943968385458
28,205.01194521784782
29,167.48646274209023
30,161.7472991347313
31,208.92001688480377
32,250.51284581422806
33,214.84840661287308
34,190.51142036914825
35,239.7172898054123
36,235.5014905333519
37,233.4730327129364
38,208.74818786978722
39,158.37401151657104
40,170.87196931242943
41,209.5985971391201
42,195.90117037296295
43,199.1354115307331
44,181.27361312508583
45,181.60609528422356
46,151.1281169950962
47,152.1158404648304
48,123.7093098461628
49,112.57344856858253
50,132.82740488648415
51,146.56567946076393
52,117.16969311237335
53,105.02003133296967
54,69.30172443389893
55,87.33808994293213
56,99.9855063855648
57,103.21136564016342
58,95.28437629342079
59,111.68893426656723
60,89.35671299695969
61,87.02194318175316
62,116.44328013062477
63,91.4083980023861
64,66.69290363788605
65,52.744895219802856
66,63.4954497218132
67,61.23462691903114
68,58.75518545508385
69,55.59990182518959
70,40.88453948497772
71,50.44169723987579
72,37.13594749569893
73,29.349811375141144
