,Prec_Intg
0,272.6876921951771
1,272.10280299186707
2,233.04803296923637
3,250.1676045358181
4,225.10144859552383
5,293.71147975325584
6,363.104697316885
7,419.35451328754425
8,383.74545983970165
9,306.9700673222542
10,279.2705409228802
11,438.2166266441345
12,385.292898863554
13,398.5164873301983
14,440.71024283766747
15,534.2650786042213
16,551.4183826744556
17,601.0877713561058
18,650.8222594857216
19,629.7960132360458
20,614.9452552199364
21,601.4366075396538
22,594.895277172327
23,615.0007620453835
24,538.3889004588127
25,524.5745927095413
26,551.7988279461861
27,572.0816738903522
28,514.3698863685131
29,561.9717016816139
30,579.9488350749016
31,686.4184886217117
32,561.3279715180397
33,549.34186860919
34,503.50142642855644
35,582.000482827425
36,569.0758675336838
37,520.1044864952564
38,526.2201838195324
39,619.8983266949654
40,599.9579187482595
41,610.4137748479843
42,612.0483949780464
43,642.8094208240509
44,569.0586008131504
45,478.3809371292591
46,485.32407730817795
47,453.72821390628815
48,451.8149606883526
49,412.89057582616806
50,418.9254157245159
51,455.8298923075199
52,413.02639991045
53,367.70517006516457
54,382.42580369114876
55,433.4653913974762
56,517.8886465728283
57,600.3327295184135
58,684.9376298487186
59,811.9622804224491
60,747.950691729784
61,727.1099463105202
62,660.3009440004826
63,626.9635446369648
