,tot_Prec_Intg
0,862.6190572977066
1,1047.4210977554321
2,853.6776900291443
3,688.0788505077362
4,451.40720903873444
5,557.6722323894501
6,456.59899711608887
7,442.0548677444458
8,565.5097961425781
9,994.8225319385529
10,708.1165909767151
11,377.8068721294403
12,468.41613948345184
13,525.1502990722656
14,382.1452707052231
15,587.170422077179
16,902.1715074777603
17,958.9403867721558
18,916.6577458381653
19,852.7594059705734
20,874.55153465271
21,1070.3745484352112
22,1054.4484108686447
23,1058.7945580482483
24,1083.5415124893188
25,1492.0313656330109
26,1633.4222257137299
27,1652.8767347335815
28,1804.780662059784
29,2155.173644423485
30,1894.834041595459
31,1716.1116003990173
32,1592.9970145225525
33,2014.3094658851624
34,1799.059808254242
35,1844.9792265892029
36,1866.4957582950592
37,1950.3548741340637
38,1774.490848183632
39,1659.2434793710709
40,1752.3201555013657
41,2015.9222185611725
42,1908.6134433746338
43,1874.5239824056625
44,1905.985102057457
45,2223.954051733017
46,2218.9293801784515
47,2062.690630555153
48,1834.5800042152405
49,1889.8873031139374
50,1683.780774474144
51,1545.4216301441193
52,1485.1205796003342
53,1433.291882276535
54,1218.3165550231934
55,1114.5034432411194
56,1220.814436674118
57,1029.154360294342
58,878.4936368465424
