,Pmin
0,1005.569375
1,1005.99625
2,1006.841875
3,1006.65875
4,1004.826875
5,1004.509375
6,1005.55
7,1005.745625
8,1003.7275
9,1003.429375
10,1003.499375
11,1003.1725
12,1001.463125
13,1001.010625
14,1001.5775
15,1001.009375
16,998.623125
17,997.555
18,999.06
19,998.235625
20,995.761875
21,994.928125
22,995.695
23,994.069375
24,992.045
25,991.574375
26,992.63
27,991.90625
28,990.419375
29,990.36375
30,990.75625
31,991.036875
32,990.950625
33,992.085
34,992.450625
35,992.818125
36,993.17875
37,993.865
38,994.6025
39,995.3925
40,996.205625
41,997.529375
42,998.3475
43,998.905
44,998.5925
45,998.875
46,999.729375
47,999.844375
48,1000.508125
49,1001.694375
50,1002.574375
51,1002.90875
52,1003.004375
53,1003.67375
54,1005.706875
55,1005.7025
56,1005.5325
57,1006.655625
58,1007.408125
59,1007.4675
60,1006.501875
61,1006.45375
62,1008.405
63,1008.134375
64,1007.744375
