,Pmin
0,1007.02875
1,1009.295625
2,1008.495625
3,1006.193125
4,1006.344375
5,1008.59375
6,1006.18125
7,1002.861875
8,1004.288125
9,1006.641875
10,1006.089375
11,1003.900625
12,1003.97125
13,1006.374375
14,1005.125625
15,1002.596875
16,1003.4825
17,1005.129375
18,1004.634375
19,1002.460625
20,1003.566875
21,1004.8725
22,1002.66
23,999.423125
24,1000.61375
25,1003.0625
26,1003.031875
27,1000.74125
28,1001.701875
29,1004.90125
30,1004.8225
31,1002.411875
32,1003.639375
33,1005.6075
34,1005.683125
35,1003.361875
36,1004.265
37,1006.428125
38,1006.766875
39,1004.3025
40,1005.50875
41,1006.19
42,1005.4175
43,1004.156875
44,1005.88125
45,1008.615625
46,1007.8125
