,Pmin
0,1004.666875
1,1003.330625
2,1002.5375
3,1004.8725
4,1005.5325
5,1002.69125
6,1002.373125
7,1003.733125
8,1005.246875
9,1003.915
10,1002.580625
11,1004.24875
12,1004.3775
13,1001.469375
14,1000.384375
15,1001.439375
16,1001.949375
17,999.890625
18,997.296875
19,997.48125
20,997.9625
21,995.46
22,993.276875
23,993.7175
24,994.56
25,992.59625
26,990.169375
27,990.620625
28,991.636875
29,989.145625
30,987.71875
31,989.01875
32,989.948125
33,988.483125
34,985.56
35,985.65
36,987.131875
37,985.23375
38,985.376875
39,987.539375
40,987.654375
41,986.40875
42,985.03
43,984.03125
44,988.11
45,987.97625
46,986.43
47,985.413125
48,988.758125
49,989.444375
50,987.104375
51,987.049375
52,986.599375
53,987.8325
54,988.025
55,989.74375
56,987.738125
57,982.070625
58,973.463125
59,978.953125
60,978.239375
61,968.13625
62,965.303125
63,965.41875
64,967.90875
65,973.041875
66,971.81
67,973.488125
68,982.18125
69,985.455625
70,988.795
71,989.87875
72,995.5525
73,994.6425
74,993.1575
75,992.751875
76,994.920625
77,995.250625
78,993.816875
79,996.708125
80,1002.571875
81,1003.56375
82,1002.766875
83,1002.71125
84,1004.970625
85,1006.390625
86,1004.231875
87,1004.846875
88,1008.096875
89,1008.485
90,1007.551875
91,1007.364375
92,1008.950625
93,1009.9775
94,1007.73125
95,1007.54
96,1009.698125
