,Prec_max
0,19.958209991455078
1,20.986461639404297
2,21.91171646118164
3,10.818958282470703
4,7.699441909790039
5,16.936540603637695
6,9.688138961791992
7,12.277650833129883
8,10.163640975952148
9,7.331228256225586
10,6.223583221435547
11,18.523550033569336
12,22.429275512695312
13,10.924530029296875
14,10.269641876220703
15,29.778099060058594
16,26.953840255737305
17,13.42005729675293
18,21.6156005859375
19,17.41933822631836
20,23.914146423339844
21,33.87479782104492
22,13.456964492797852
23,18.68748664855957
24,16.220712661743164
25,18.850135803222656
26,22.407817840576172
27,26.851701736450195
28,23.823165893554688
29,21.711301803588867
30,34.06190872192383
31,27.310466766357422
32,27.22635269165039
33,28.129291534423828
34,22.7691650390625
35,26.28006935119629
36,24.26133155822754
37,29.457950592041016
38,28.34773063659668
39,30.000829696655273
40,15.372920036315918
41,22.697067260742188
42,21.238374710083008
43,20.47405242919922
44,29.302597045898438
45,30.008983612060547
46,22.03359603881836
47,28.6893367767334
48,31.7354679107666
49,31.390857696533203
50,24.127864837646484
51,25.379276275634766
52,25.675392150878906
53,25.69899559020996
54,16.793203353881836
55,10.061502456665039
56,10.512971878051758
57,9.55209732055664
58,6.06694221496582
