,tot_Prec_max
0,8.219242095947266
1,12.288570404052734
2,9.860038757324219
3,10.402202606201172
4,8.978843688964844
5,10.332584381103516
6,9.785175323486328
7,14.521598815917969
8,18.135547637939453
9,12.521743774414062
10,14.604568481445312
11,8.575916290283203
12,8.67462158203125
13,13.988971710205078
14,6.9332122802734375
15,6.415367126464844
16,6.144046783447266
17,5.120277404785156
18,7.056713104248047
19,7.176399230957031
20,5.457878112792969
21,6.087779998779297
22,5.572795867919922
23,3.1003952026367188
24,4.437446594238281
25,13.22174072265625
26,16.346454620361328
27,19.326210021972656
28,16.42322540283203
29,18.947601318359375
30,12.751102447509766
31,8.582115173339844
32,4.281044006347656
33,10.208606719970703
34,13.606548309326172
35,11.932373046875
36,15.096664428710938
37,9.363174438476562
38,12.563705444335938
39,15.87820053100586
40,14.8468017578125
41,6.380558013916016
42,10.03885269165039
43,10.93435287475586
44,13.642311096191406
45,5.462646484375
46,4.324913024902344
