,Prec_Intg
0,365.7201863825321
1,369.2607581615448
2,363.2589243352413
3,475.4059761762619
4,483.0828309059143
5,432.21862986683846
6,365.99259823560715
7,318.1111440062523
8,317.4224868416786
9,290.66016897559166
10,311.14961951971054
11,443.96501034498215
12,413.7192480266094
13,386.4953853189945
14,398.7322747707367
15,551.0859563946724
16,494.2619800567627
17,408.23088958859444
18,351.3293154537678
19,349.6643155813217
20,291.4564311504364
21,278.3852443099022
22,303.9650619029999
23,283.68495404720306
24,261.4017203450203
25,236.45488545298576
26,246.78904563188553
27,346.6644510626793
28,325.1919709146023
29,291.38166457414627
30,266.64525270462036
31,226.79191082715988
32,183.79861488938332
33,162.56097704172134
34,131.8322867155075
35,120.18483132123947
36,142.43582263588905
37,144.7920687496662
38,145.3874260187149
39,160.5314202606678
40,204.8119343817234
41,232.02525451779366
42,237.62904107570648
43,126.41206383705139
44,104.11327704787254
45,76.73423737287521
46,83.53302255272865
47,69.40821185708046
48,87.6333937048912
49,70.49210369586945
50,60.658734291791916
51,104.41584512591362
52,89.55180644989014
53,80.91317489743233
54,69.2683458328247
55,62.04947829246521
56,55.1135279238224
57,40.55434837937355
58,33.50907936692238
59,40.65636545419693
60,48.26260730624199
