,tot_Prec_max
0,6.556987762451172
1,9.784221649169922
2,21.500587463378906
3,6.717681884765625
4,6.6738128662109375
5,8.975028991699219
6,9.36746597290039
7,8.313179016113281
8,7.437705993652344
9,9.518623352050781
10,8.3465576171875
11,7.9784393310546875
12,7.770538330078125
13,11.508941650390625
14,8.896350860595703
15,8.97979736328125
16,15.20538330078125
17,17.494678497314453
18,15.627861022949219
19,14.118671417236328
20,15.8843994140625
21,14.699459075927734
22,14.00613784790039
23,14.484405517578125
24,9.418487548828125
25,10.132312774658203
26,12.157440185546875
27,16.204833984375
28,12.336254119873047
29,16.042232513427734
30,14.390945434570312
31,15.87057113647461
32,14.279842376708984
33,16.96634292602539
34,13.89932632446289
35,16.062259674072266
36,19.284725189208984
37,16.845703125
38,22.069454193115234
39,25.9246826171875
40,20.620346069335938
41,20.959854125976562
42,24.50084686279297
43,26.27277374267578
44,27.863025665283203
45,26.086807250976562
46,24.048805236816406
47,29.56104278564453
48,30.34830093383789
49,22.106647491455078
50,28.816699981689453
51,24.267196655273438
52,27.994632720947266
53,20.951271057128906
54,27.16827392578125
55,30.50851821899414
56,26.66759490966797
57,30.736923217773438
58,28.618812561035156
59,23.60248565673828
60,24.523258209228516
61,27.502059936523438
62,18.90420913696289
63,19.639968872070312
64,20.357608795166016
65,20.274639129638672
66,22.907257080078125
67,16.44134521484375
68,16.493797302246094
69,23.9410400390625
70,23.467063903808594
71,22.173404693603516
72,23.456573486328125
73,20.706653594970703
74,22.070884704589844
75,20.549297332763672
76,17.100811004638672
77,12.54415512084961
78,9.98687744140625
79,13.700485229492188
80,13.163566589355469
81,16.248226165771484
82,18.239974975585938
83,20.400524139404297
84,18.77307891845703
85,24.175643920898438
86,20.589828491210938
87,15.732765197753906
88,19.765853881835938
89,22.230148315429688
90,25.10833740234375
91,29.947280883789062
92,27.823448181152344
93,23.14138412475586
94,24.529457092285156
95,18.76068115234375
96,24.422645568847656
97,19.878864288330078
98,20.475387573242188
99,21.215438842773438
100,15.566349029541016
101,8.012771606445312
102,6.198883056640625
103,4.464149475097656
104,3.0002593994140625
105,2.017974853515625
106,1.6322135925292969
107,1.1038780212402344
108,1.1200904846191406
