,Prec_Intg
0,293.17697510123253
1,319.655891507864
2,252.54856795072556
3,234.90719497203827
4,237.95697838068008
5,312.22833320498466
6,306.6280670464039
7,285.3803522884846
8,258.85557755827904
9,278.7837013602257
10,219.27382797002792
11,257.0299804210663
12,272.87496253848076
13,300.5383722484112
14,273.0734832584858
15,262.8766745328903
16,256.0119889676571
17,242.65114217996597
18,228.66001352667809
19,288.44134882092476
20,236.91045120358467
21,266.6526474058628
22,271.01166546344757
23,260.7240714132786
24,196.01155072450638
25,222.92913869023323
26,243.5593120753765
27,287.14319691061974
28,245.43890729546547
29,232.29490965604782
30,225.37890821695328
31,240.56335911154747
32,243.3745190501213
33,240.0757558643818
34,240.69204926490784
35,284.6028096973896
36,321.9669871032238
37,334.87604930996895
38,282.68735855817795
39,302.4781122803688
40,316.1724656820297
41,368.1511990725994
42,381.6707618534565
43,319.57758590579033
44,308.7743744254112
45,352.966021746397
46,359.28191617131233
47,320.2132135629654
48,307.0306032896042
49,288.5246090590954
50,320.43809071183205
51,296.5033985674381
52,294.94695365428925
53,272.09727093577385
54,275.169275701046
55,299.1272322833538
56,323.36508855223656
57,390.4762305319309
58,419.280044734478
59,364.0735521912575
60,349.42246973514557
61,362.07567900419235
62,295.26080936193466
63,207.89120346307755
64,176.86117440462112
