,tot_Prec_Intg
0,2133.0977231264114
1,2454.5451998710632
2,2172.3830699920654
3,2077.1298557519913
4,1817.0705437660217
5,1835.5479091405869
6,1451.7028629779816
7,1123.9154636859894
8,940.108448266983
9,1529.9556404352188
10,1656.9948196411133
11,1491.8339252471924
12,1473.6343920230865
13,1420.8953827619553
14,987.5883162021637
15,694.6716457605362
16,640.508309006691
17,1180.744618177414
18,1266.745924949646
19,1116.8377101421356
20,878.2438933849335
21,1210.997998714447
22,964.449793100357
23,759.2809945344925
24,559.0221285820007
25,1130.610629916191
26,1096.4161902666092
27,879.5972168445587
28,570.3611671924591
29,914.6445244550705
30,891.2863582372665
31,510.3026330471039
32,560.1328611373901
33,782.2810113430023
34,889.3170952796936
35,832.9451084136963
36,887.1989697217941
37,811.5362375974655
38,566.5455013513565
39,293.9019352197647
40,371.97358906269073
41,711.4535570144653
42,679.3878972530365
43,568.767786026001
44,651.0420143604279
45,614.8512661457062
46,444.7302967309952
47,362.36532032489777
48,344.50285136699677
49,895.0862288475037
50,1115.5742406845093
51,1004.8088431358337
52,1012.6269608736038
