,w10max
0,17.673152923583984
1,17.47736358642578
2,18.106470108032227
3,17.56244659423828
4,17.02663230895996
5,17.883174896240234
6,17.70591163635254
7,18.306594848632812
8,15.792763710021973
9,16.36855125427246
10,16.602500915527344
11,18.12751579284668
12,17.639963150024414
13,17.588844299316406
14,18.473644256591797
15,18.53261947631836
16,18.026548385620117
17,18.1097412109375
18,19.56760025024414
19,19.735950469970703
20,20.633865356445312
21,20.215425491333008
22,20.32635498046875
23,20.7291259765625
24,22.55726432800293
25,20.594087600708008
26,19.262176513671875
27,16.538665771484375
28,14.92124080657959
29,15.015623092651367
30,14.72529411315918
31,14.865467071533203
32,14.779071807861328
33,14.850708961486816
34,15.189009666442871
35,14.367916107177734
36,13.587886810302734
37,14.079957962036133
38,15.17272663116455
39,15.652756690979004
40,13.50229263305664
41,13.808282852172852
42,14.80722713470459
43,14.513362884521484
44,13.288626670837402
