,Prec_Intg
0,216.63323044776917
1,222.89954125881195
2,189.41259011626244
3,188.36040049791336
4,178.4178428351879
5,255.09804487228394
6,207.59699866175652
7,238.1325699388981
8,285.0266173481941
9,393.0528834462166
10,344.7309322655201
11,319.8462910950184
12,324.6027044951916
13,221.9470962882042
14,274.0216255187988
15,296.12019658088684
16,332.4107825756073
17,481.7240498960018
18,427.4482652544975
19,379.4470243155956
20,384.48240607976913
21,305.45879155397415
22,311.7491491138935
23,276.5327878296375
24,308.46884474158287
25,388.87349888682365
26,350.0545956194401
27,318.13204288482666
28,328.5062499344349
29,341.65158867836
30,314.2339549958706
31,288.40815648436546
32,346.8390554189682
33,418.2004742324352
34,448.78749176859856
35,402.1874628961086
36,366.28715693950653
37,416.51327162981033
38,376.3173334300518
39,391.05119183659554
40,479.9928516149521
41,428.33635583519936
42,424.8053953051567
43,398.64223450422287
44,355.3601913154125
45,311.2131915986538
46,249.22754615545273
47,216.3565158843994
48,210.38034930825233
49,215.60706198215485
50,212.66818046569824
51,183.24118107557297
52,194.34558227658272
53,189.9700053036213
54,152.6251994073391
55,141.41278341412544
56,149.97392892837524
57,133.77759605646133
58,92.37106889486313
59,61.48373708128929
60,42.38765686750412
