,Prec_max
0,7.734203338623047
1,20.15819549560547
2,8.977031707763672
3,4.764032363891602
4,6.651020050048828
5,6.9522857666015625
6,6.180238723754883
7,8.008432388305664
8,6.669044494628906
9,8.775758743286133
10,8.894634246826172
11,7.1994781494140625
12,7.792997360229492
13,10.99405288696289
14,15.001058578491211
15,17.005205154418945
16,11.734771728515625
17,24.606800079345703
18,14.670181274414062
19,13.457393646240234
20,10.699224472045898
21,32.84955024719238
22,36.78016662597656
23,30.34672737121582
24,21.165847778320312
25,16.2172794342041
26,13.393878936767578
27,12.698650360107422
28,14.979171752929688
29,12.365198135375977
30,17.47426986694336
31,15.956783294677734
32,18.527841567993164
33,25.07929801940918
34,18.951845169067383
35,14.024734497070312
36,19.90370750427246
37,13.527345657348633
38,14.407110214233398
39,10.726261138916016
40,11.995267868041992
41,13.464689254760742
42,16.31598472595215
43,17.158842086791992
44,19.029521942138672
45,19.443225860595703
46,19.90499496459961
47,20.00112533569336
48,18.727827072143555
49,19.092607498168945
50,18.418407440185547
51,18.115854263305664
52,19.801998138427734
53,18.71623992919922
54,16.532278060913086
55,21.783828735351562
56,16.45030975341797
57,17.691421508789062
58,21.704435348510742
59,23.513317108154297
60,22.507810592651367
61,19.20332908630371
62,24.602508544921875
63,22.59063720703125
64,20.089101791381836
65,17.205190658569336
66,15.513896942138672
67,22.00484275817871
68,26.21612548828125
69,27.390289306640625
70,27.597999572753906
71,41.318464279174805
72,20.756864547729492
73,20.14317512512207
74,14.336299896240234
75,11.529207229614258
