,Pmin
0,1008.855
1,1007.358125
2,1005.6625
3,1006.828125
4,1009.148125
5,1007.91625
6,1006.15
7,1007.15625
8,1009.319375
9,1007.933125
10,1005.861875
11,1006.653125
12,1008.563125
13,1007.04125
14,1005.21
15,1006.061875
16,1007.611875
17,1006.574375
18,1004.32625
19,1004.728125
20,1006.359375
21,1005.474375
22,1003.483125
23,1004.205625
24,1005.903125
25,1004.603125
26,1002.1075
27,1003.489375
28,1005.39875
29,1004.738125
30,1003.2
31,1003.69375
32,1005.956875
33,1004.971875
34,1002.785625
35,1003.191875
36,1005.38625
37,1004.541875
38,1002.481875
39,1002.39125
40,1004.333125
41,1003.483125
42,1001.978125
43,1001.1875
44,1002.93
45,1003.160625
46,1001.839375
47,1002.508125
48,1005.805
49,1008.05
50,1006.055
51,1006.42
52,1008.815
53,1008.918125
