,Prec_Intg
0,61.61695346236229
1,52.15972661972046
2,43.71272400021553
3,105.13411834836006
4,106.35280981659889
5,99.33255612850189
6,83.38063955307007
7,77.05580443143845
8,57.75097757577896
9,58.262478560209274
10,54.424405097961426
11,83.55990052223206
12,91.8024405837059
13,95.46570479869843
14,80.74833080172539
15,61.96156144142151
16,53.545329719781876
17,52.13351920247078
18,38.67980092763901
19,46.42859101295471
20,44.46808248758316
21,54.35226485133171
22,39.28873687982559
23,60.24139001965523
24,42.317286133766174
25,20.399801433086395
26,29.375385493040085
27,38.53682428598404
28,39.80929031968117
29,42.414646595716476
30,43.11632364988327
31,33.693406730890274
32,30.947308987379074
33,30.367765575647354
34,29.903985559940338
35,73.28610867261887
36,81.57484233379364
37,60.91665476560593
38,38.92872482538223
39,27.676671743392944
40,41.399821639060974
41,34.45807844400406
42,33.53068605065346
43,24.069882929325104
44,39.049144834280014
45,39.15160894393921
46,48.81029948592186
47,30.57442605495453
