,Prec_max
0,3.8370609283447266
1,9.504461288452148
2,7.630348205566406
3,5.850648880004883
4,6.853580474853516
5,8.988189697265625
6,11.539077758789062
7,6.880617141723633
8,6.933832168579102
9,4.924106597900391
10,6.407260894775391
11,8.669328689575195
12,5.964803695678711
13,8.518266677856445
14,7.435941696166992
15,18.183231353759766
16,34.57989692687988
17,7.628631591796875
18,12.714529037475586
19,11.99483871459961
20,11.662673950195312
21,10.513830184936523
22,10.633563995361328
23,13.426065444946289
24,17.224931716918945
25,25.965499877929688
26,25.050973892211914
27,19.62733268737793
28,16.504812240600586
29,22.24431037902832
30,17.029666900634766
31,22.47776985168457
32,23.698711395263672
33,16.09368324279785
34,19.077587127685547
35,18.521404266357422
36,15.814733505249023
37,15.332794189453125
38,9.426355361938477
39,13.029956817626953
40,9.994983673095703
41,16.735267639160156
42,13.219213485717773
43,13.525199890136719
44,9.319925308227539
45,15.16885757446289
46,15.27099609375
47,17.18158721923828
48,19.04926300048828
49,20.39508819580078
50,22.219419479370117
51,23.648500442504883
52,30.394363403320312
53,30.034732818603516
54,28.273487091064453
55,15.953350067138672
56,24.3497371673584
57,21.812152862548828
58,25.502443313598633
59,32.57145881652832
60,30.579757690429688
61,19.429922103881836
62,28.161048889160156
63,29.8677921295166
64,30.365610122680664
65,24.19910430908203
