,Prec_max
0,8.295106887817383
1,9.087753295898438
2,11.458396911621094
3,10.043907165527344
4,12.005138397216797
5,11.615896224975586
6,18.42055320739746
7,18.492650985717773
8,26.22213363647461
9,25.243663787841797
10,21.5181827545166
11,19.95692253112793
12,18.048906326293945
13,17.652368545532227
14,10.701370239257812
15,12.293100357055664
16,8.273649215698242
17,8.893775939941406
18,7.883977890014648
19,12.937688827514648
20,13.823461532592773
21,10.85500717163086
22,8.501958847045898
23,9.710025787353516
24,10.808229446411133
25,11.613321304321289
26,12.676334381103516
27,16.30868911743164
28,11.037397384643555
29,11.849784851074219
30,9.21478271484375
31,12.199544906616211
32,7.836771011352539
33,9.197187423706055
34,10.294532775878906
35,17.789268493652344
36,10.568761825561523
37,8.705377578735352
38,11.220645904541016
39,17.766523361206055
40,14.379644393920898
41,19.44708824157715
42,16.384220123291016
43,11.134815216064453
44,14.45002555847168
45,11.920166015625
46,18.86730194091797
47,20.92294692993164
48,17.362260818481445
49,18.370771408081055
50,17.56610870361328
51,18.592214584350586
52,22.76444435119629
53,21.409177780151367
54,21.6005802154541
55,23.114633560180664
56,31.435060501098633
57,22.20911979675293
58,23.94418716430664
59,17.655372619628906
60,19.42434310913086
61,13.257408142089844
62,18.746280670166016
63,15.596723556518555
64,15.486860275268555
65,18.193531036376953
66,19.75564956665039
67,17.769956588745117
68,21.172714233398438
69,22.770023345947266
70,21.750354766845703
71,21.009206771850586
72,23.766517639160156
73,24.187088012695312
74,26.57489776611328
75,21.286439895629883
76,25.40760040283203
77,25.398588180541992
78,24.94196891784668
79,20.151329040527344
80,22.68848419189453
81,25.77195167541504
82,20.438432693481445
83,21.056842803955078
84,16.669607162475586
85,19.156551361083984
