,w10max
0,10.556561470031738
1,11.24760913848877
2,11.925378799438477
3,11.528051376342773
4,11.762090682983398
5,11.91131591796875
6,12.355742454528809
7,11.158082008361816
8,11.381351470947266
9,11.725544929504395
10,12.050150871276855
11,12.011033058166504
12,12.215526580810547
13,12.825315475463867
14,14.453067779541016
15,13.08271312713623
16,12.157694816589355
17,12.460843086242676
18,13.124591827392578
19,15.3503999710083
20,16.73857879638672
21,20.071109771728516
22,16.74481964111328
23,15.961865425109863
24,16.264646530151367
25,16.960189819335938
26,16.18475341796875
27,16.759479522705078
28,16.654193878173828
29,16.250593185424805
30,16.960981369018555
31,17.740997314453125
32,17.392887115478516
33,18.55783462524414
34,14.64271354675293
35,15.209100723266602
36,15.083574295043945
37,16.484094619750977
38,16.375173568725586
39,16.939477920532227
40,19.30712890625
41,20.179275512695312
42,20.12773323059082
43,20.552431106567383
44,20.050243377685547
45,19.610692977905273
46,19.278928756713867
47,18.38481903076172
48,19.436307907104492
49,18.235191345214844
50,19.331546783447266
51,18.91061782836914
52,18.68865394592285
53,17.794336318969727
54,19.829526901245117
55,19.39539337158203
56,19.95818328857422
57,18.974266052246094
58,20.32461166381836
59,20.661605834960938
60,19.195919036865234
61,19.13896369934082
62,17.752323150634766
63,19.712621688842773
64,20.071044921875
65,20.49395751953125
66,20.065845489501953
67,20.83994483947754
68,21.489774703979492
69,21.696128845214844
70,19.286540985107422
71,20.12274742126465
72,19.621658325195312
73,21.199748992919922
74,20.4859676361084
75,20.48634910583496
76,21.343332290649414
77,20.138669967651367
78,21.589351654052734
79,19.912471771240234
80,18.413110733032227
81,17.768657684326172
82,16.951377868652344
