,Prec_Intg
0,111.85262352228165
1,87.736826390028
2,91.08113124966621
3,90.41976183652878
4,122.06621468067169
5,87.05459535121918
6,95.07358074188232
7,89.08484131097794
8,153.78592535853386
9,108.85102674365044
10,67.13338196277618
11,64.61653858423233
12,140.1781477034092
13,146.8416303396225
14,154.33115884661674
15,120.1278530061245
16,64.0263594686985
17,35.6549397110939
18,42.745620012283325
19,64.8174062371254
20,108.90372097492218
21,87.36075833439827
22,100.8826494216919
23,90.51727131009102
24,81.98259398341179
25,38.15719857811928
26,17.11759716272354
27,27.41944044828415
28,81.72774687409401
29,87.9351794719696
30,94.1215269267559
31,65.72078913450241
32,57.52041935920715
33,28.025303035974503
34,15.901457518339157
35,12.794248759746552
36,27.764122933149338
37,40.41820764541626
38,43.11887547373772
39,29.449574649333954
40,39.6277941763401
41,59.13633853197098
42,15.385672450065613
43,14.974623918533325
44,25.787241756916046
45,16.994550824165344
46,21.26142382621765
47,12.07444816827774
48,21.124444901943207
49,97.92858734726906
50,38.43102604150772
