,Prec_max
0,32.9066276550293
1,20.62082290649414
2,10.448169708251953
3,11.624479293823242
4,7.0896148681640625
5,7.525205612182617
6,8.66847038269043
7,14.027738571166992
8,14.706230163574219
9,27.552080154418945
10,24.10426139831543
11,29.627037048339844
12,25.011062622070312
13,10.176944732666016
14,10.20956039428711
15,25.89726448059082
16,22.443866729736328
17,16.245174407958984
18,16.867876052856445
19,16.379928588867188
20,18.81880760192871
21,27.82416343688965
22,18.152332305908203
23,18.224430084228516
24,19.42734718322754
25,14.059925079345703
26,15.21306037902832
27,15.766668319702148
28,16.916370391845703
29,19.266414642333984
30,21.669673919677734
31,18.445873260498047
32,21.469688415527344
33,24.20811653137207
34,21.578264236450195
35,30.588340759277344
36,31.840181350708008
37,27.369260787963867
38,33.54306221008301
39,27.772235870361328
40,38.713932037353516
41,32.47017860412598
42,19.14067268371582
43,14.072370529174805
44,10.352468490600586
45,9.884262084960938
46,9.836196899414062
47,32.089948654174805
48,12.308979034423828
49,13.154411315917969
50,10.38980484008789
51,11.325788497924805
52,11.3433837890625
53,11.708593368530273
54,16.56317710876465
55,9.45124626159668
56,12.55488395690918
57,13.058280944824219
58,17.60430335998535
59,9.48944091796875
60,7.306337356567383
61,5.269145965576172
62,5.966091156005859
63,4.182100296020508
64,5.533933639526367
65,3.124666213989258
