,tot_Prec_max
0,8.371829986572266
1,8.105278015136719
2,8.972644805908203
3,28.350830078125
4,18.297195434570312
5,14.097213745117188
6,18.081188201904297
7,27.76813507080078
8,33.05625915527344
9,28.603553771972656
10,20.036697387695312
11,21.347999572753906
12,11.389732360839844
13,13.143539428710938
14,11.727333068847656
15,9.789466857910156
16,11.235237121582031
17,8.22591781616211
18,10.43081283569336
19,7.803916931152344
20,7.632255554199219
21,9.980201721191406
22,9.096145629882812
23,9.148597717285156
24,9.180068969726562
25,9.869575500488281
26,10.543346405029297
27,15.422821044921875
28,16.7999267578125
29,14.019966125488281
30,18.191814422607422
31,11.628150939941406
32,22.38178253173828
33,26.062965393066406
34,29.252052307128906
35,27.842044830322266
36,22.437095642089844
37,23.48613739013672
38,22.979259490966797
39,23.372650146484375
40,26.437759399414062
41,28.58257293701172
42,26.19457244873047
43,33.33091735839844
44,26.821136474609375
45,29.81281280517578
46,38.40160369873047
47,29.72888946533203
48,21.96502685546875
49,25.71582794189453
50,30.12561798095703
51,24.527549743652344
52,22.994041442871094
53,28.336524963378906
54,26.674270629882812
55,22.331714630126953
56,24.97386932373047
57,20.783424377441406
