,Pmin
0,1003.345625
1,1004.48125
2,1004.759375
3,1001.894375
4,1000.238125
5,1000.55875
6,1000.528125
7,998.72125
8,998.595625
9,998.1025
10,998.63875
11,996.4075
12,995.6325
13,995.6075
14,995.456875
15,993.253125
16,998.100625
17,998.325
18,999.7375
19,997.1875
20,996.8625
21,997.394375
22,997.279375
23,994.560625
24,994.398125
25,995.21
26,996.055625
27,993.85
28,991.800625
29,991.43875
30,992.031875
31,990.76625
32,986.020625
33,985.866875
34,986.026875
35,984.800625
36,985.800625
37,988.8975
38,992.75
39,992.8675
40,992.585625
41,993.08
42,994.87375
43,993.748125
44,994.25875
45,993.61125
46,992.009375
47,990.139375
48,989.855625
49,990.280625
50,991.56625
51,989.55
52,989.71125
53,989.74
54,990.440625
55,989.114375
56,990.31875
