,Pmin
0,1007.28
1,1008.729375
2,1009.449375
3,1007.433125
4,1006.933125
5,1008.579375
6,1009.854375
7,1006.611875
8,1006.190625
9,1007.721875
10,1008.3725
11,1006.25
12,1005.628125
13,1007.304375
14,1009.086875
15,1005.986875
16,1003.735625
17,1004.98625
18,1006.738125
19,1005.435
20,1005.100625
21,1007.069375
22,1008.658125
23,1006.01125
24,1004.236875
25,1006.623125
26,1008.39125
27,1007.4
28,1006.263125
29,1008.59125
30,1010.68125
31,1008.349375
32,1006.996875
33,1008.76125
34,1010.16
35,1008.489375
36,1007.1775
37,1008.43875
38,1010.78375
39,1008.848125
40,1007.484375
41,1008.74375
42,1010.335625
43,1009.68625
44,1008.90875
45,1009.473125
46,1011.38375
47,1008.639375
