,Prec_Intg
0,231.6136658191681
1,197.9934424161911
2,214.03759717941284
3,232.3608659207821
4,202.24584266543388
5,232.2351187467575
6,242.63599887490273
7,180.46436831355095
8,182.81010910868645
9,225.73666647076607
10,279.6793542802334
11,235.52699014544487
12,230.968426913023
13,317.1313554048538
14,345.40262073278427
15,394.0209373831749
16,401.97426453232765
17,353.6553867161274
18,358.0985963344574
19,338.03028985857964
20,244.41566318273544
21,263.6258490383625
22,310.09890139102936
23,381.5186023712158
24,406.9865681231022
25,364.1960211098194
26,295.70236802101135
27,277.15399861335754
28,237.8317527472973
29,254.02475148439407
30,255.89067488908768
31,239.5504154264927
32,245.20056322216988
33,233.32500830292702
34,247.33277037739754
35,244.78010833263397
36,215.78924730420113
37,178.20056527853012
38,189.75868821144104
39,260.27143001556396
40,243.5474470257759
41,250.2133697271347
42,261.9400806725025
43,269.0112218260765
44,285.3253483772278
45,286.90507635474205
46,271.36314660310745
47,296.6511435806751
48,353.179257363081
49,347.4840708076954
50,302.31012031435966
51,253.09015065431595
52,219.35299038887024
53,205.1902562379837
54,188.07757645845413
55,149.7570239007473
56,126.6227662563324
57,86.16603910923004
58,67.8139179944992
