,Prec_Intg
0,371.11012265086174
1,425.79682543873787
2,356.50933161377907
3,366.26676097512245
4,354.3983958661556
5,297.548845410347
6,304.48706820607185
7,321.76297158002853
8,356.2566451728344
9,351.13248974084854
10,351.3610363006592
11,407.36110880970955
12,332.0791944861412
13,294.37821358442307
14,271.4535593986511
15,327.7459181845188
16,334.0486250817776
17,351.8730588257313
18,344.74899992346764
19,359.3524359166622
20,310.9310008585453
21,285.79220175743103
22,248.748529702425
23,236.10441014170647
24,293.09913516044617
25,271.7992290854454
26,284.88315641880035
27,181.42137676477432
28,218.3079905807972
29,210.46893671154976
30,251.19176134467125
31,230.84759712219238
32,225.02165287733078
33,223.05157035589218
34,215.02017974853516
35,198.24305549263954
36,185.90644001960754
37,165.76388850808144
38,178.43086272478104
39,259.34023782610893
40,286.00379824638367
41,289.20555487275124
42,206.67964592576027
43,173.20748418569565
44,188.21695819497108
45,176.81730911135674
46,125.49996376037598
47,170.99836841225624
48,164.53314572572708
49,202.12322473526
50,225.47489032149315
51,196.78816199302673
52,158.7066799402237
53,148.528553545475
54,131.10710307955742
55,122.67762795090675
56,166.93901270627975
57,153.81304547190666
58,160.47963872551918
59,88.41268718242645
60,92.51288138329983
61,94.12972256541252
62,60.461610555648804
63,41.179899126291275
64,39.85069692134857
65,33.99724140763283
