,tot_Prec_Intg
0,1271.0949778556824
1,1596.774011850357
2,1505.3300559520721
3,1208.7928503751755
4,1109.2887073755264
5,1597.4383056163788
6,1689.44351375103
7,1232.4375659227371
8,1137.9244178533554
9,1192.069724202156
10,1010.2073103189468
11,1015.0045156478882
12,1133.4054172039032
13,1636.698991060257
14,1747.981533408165
15,1617.9842501878738
16,1569.7530657052994
17,1370.7321882247925
18,1118.9793795347214
19,1005.541980266571
20,931.500717997551
21,1253.0451267957687
22,1173.8687008619308
23,1096.2174087762833
24,877.2869408130646
25,935.3760629892349
26,882.122665643692
27,831.9442719221115
28,965.300127863884
29,1237.7173453569412
30,1162.7602577209473
31,1032.9307615756989
32,814.4649863243103
33,822.690948843956
34,728.3446937799454
35,679.5255094766617
36,773.9628106355667
37,781.9914817810059
38,793.8826084136963
39,678.6245852708817
40,666.2925332784653
41,648.2166796922684
42,568.5792863368988
43,519.1679298877716
44,597.7581441402435
45,785.3904366493225
46,754.2457431554794
47,596.1750447750092
48,569.7551369667053
49,594.7951227426529
