,Prec_max
0,29.233503341674805
1,30.426979064941406
2,26.921653747558594
3,17.954492568969727
4,11.389732360839844
5,14.160346984863281
6,23.185014724731445
7,15.069293975830078
8,16.767454147338867
9,18.669891357421875
10,24.51496124267578
11,20.959854125976562
12,19.67754364013672
13,14.123868942260742
14,12.944984436035156
15,22.310829162597656
16,11.824464797973633
17,10.93740463256836
18,10.84599494934082
19,12.908935546875
20,10.65073013305664
21,8.49466323852539
22,19.222211837768555
23,7.892131805419922
24,6.521844863891602
25,8.031177520751953
26,7.481861114501953
27,7.786989212036133
28,12.992191314697266
29,10.089397430419922
30,11.913299560546875
31,10.037899017333984
32,8.016586303710938
33,12.470340728759766
34,13.640213012695312
35,14.893341064453125
36,18.629121780395508
37,16.887187957763672
38,22.33572006225586
39,23.076868057250977
40,25.628185272216797
41,17.836904525756836
42,17.891836166381836
