,tot_Prec_max,tot_Prec_Intg
0,4.393100738525391,286.45195066928864
1,3.4389495849609375,226.61037743091583
2,2.925872802734375,250.4713088274002
3,3.0617713928222656,413.4005308151245
4,4.4307708740234375,460.0323736667633
5,4.3506622314453125,491.32972955703735
6,5.692481994628906,405.9596359729767
7,5.2356719970703125,478.4543067216873
8,3.8580894470214844,397.24700152873993
9,5.494594573974609,395.3096270561218
10,4.1046142578125,403.02909910678864
11,6.720542907714844,474.75874423980713
12,7.352352142333984,358.3991527557373
13,5.6400299072265625,415.920615196228
14,8.209705352783203,422.34577238559723
15,8.875846862792969,472.92694449424744
16,8.478641510009766,479.19951379299164
17,10.088443756103516,420.965701341629
18,11.546134948730469,392.4492746591568
19,12.369155883789062,508.59183073043823
20,12.439727783203125,578.111931681633
21,12.277603149414062,661.1382961273193
22,8.532524108886719,535.6480181217194
23,11.855125427246094,602.0030379295349
24,12.476444244384766,448.9036649465561
25,11.00778579711914,465.1084542274475
26,12.701034545898438,485.0657284259796
27,17.769813537597656,686.6953521966934
28,12.767314910888672,463.6327177286148
29,13.278961181640625,454.52430844306946
30,9.045124053955078,346.7833250761032
31,7.1086883544921875,443.989634513855
32,4.856586456298828,404.8505425453186
33,5.055427551269531,360.3450208902359
34,6.137847900390625,443.73467564582825
35,6.768226623535156,519.716888666153
36,7.267475128173828,382.77439773082733
37,8.408069610595703,356.1355918645859
38,8.626461029052734,447.49878346920013
39,13.329029083251953,562.4127388000488
40,14.06240463256836,436.96731328964233
41,15.781879425048828,408.9657962322235
42,20.125865936279297,457.08872377872467
43,12.531280517578125,479.72530126571655
44,8.016109466552734,426.84346437454224
45,12.049198150634766,539.4423007965088
46,11.8255615234375,552.6387691497803
47,13.96942138671875,517.5849795341492
48,18.543243408203125,566.2591010332108
49,14.641761779785156,599.597617983818
50,21.40522003173828,700.1678645610809
51,14.273643493652344,527.5467038154602
52,16.271591186523438,516.8153345584869
53,23.537158966064453,647.0485031604767
54,26.090621948242188,822.606086730957
55,27.2979736328125,849.8963713645935
56,30.988216400146484,824.7138559818268
57,18.190383911132812,630.66765666008
58,14.865875244140625,656.9588929414749
59,13.424873352050781,596.5988337993622
60,17.563343048095703,640.9384310245514
61,19.57416534423828,718.0818915367126
62,15.799999237060547,833.6197584867477
63,10.655403137207031,699.3164122104645
64,10.157108306884766,703.5568356513977
65,7.284641265869141,636.996179819107
66,8.044719696044922,595.1059609651566
67,6.738185882568359,440.94935059547424
68,8.61978530883789,430.03760278224945
69,6.797313690185547,342.96736121177673
70,8.565425872802734,344.6149080991745
