,tot_Prec_Intg
0,880.4783225059509
1,1197.904571890831
2,1099.5849967002869
3,1179.773434996605
4,1378.123089671135
5,1564.139723777771
6,1514.713615179062
7,1380.9869438409805
8,1317.1400874853134
9,1319.2899525165558
10,1343.7172025442123
11,1486.1787855625153
12,1862.74453997612
13,1798.664778470993
14,1720.4760015010834
15,1539.3587946891785
16,1320.2713429927826
17,1586.1157327890396
18,1481.1068773269653
19,1648.4255343675613
20,1675.8744418621063
21,1829.9432843923569
22,1616.8327629566193
23,1560.0071102380753
24,1464.4119143486023
25,1349.8476147651672
26,1122.5058883428574
27,1066.1941021680832
28,1092.7867144346237
29,1150.723248720169
30,1085.0116610527039
31,991.7664527893066
32,1006.653681397438
33,1217.4316495656967
34,1277.5655835866928
35,1393.3338969945908
36,1308.622807264328
37,1421.1223274469376
38,1446.0314810276031
39,1626.9644349813461
40,1468.9244329929352
41,1529.572606086731
42,1373.5474646091461
43,1437.16499209404
44,1327.9707729816437
45,1394.9498534202576
46,1417.786106467247
47,1446.8362927436829
48,1368.2979345321655
49,1545.531153678894
50,1359.0051233768463
51,1238.9492988586426
52,1248.6167252063751
53,1178.3786118030548
54,1215.4480069875717
55,1128.726750612259
56,1129.7910660505295
57,890.0079876184464
58,820.787101984024
59,715.741366147995
60,772.0512896776199
61,790.1713252067566
62,912.1832251548767
63,885.9604597091675
64,883.4432065486908
65,791.0521328449249
66,792.5007492303848
67,889.4316852092743
68,902.5377780199051
