,tot_Prec_Intg
0,578.7918716669083
1,401.7043858766556
2,378.9263218641281
3,694.9301064014435
4,594.3175405263901
5,448.5366493463516
6,426.57218873500824
7,620.9807842969894
8,441.3361847400665
9,328.63542437553406
10,405.1452875137329
11,805.6087791919708
12,864.1712367534637
13,996.2108731269836
14,785.3880524635315
15,1009.7137838602066
16,765.4139399528503
17,607.2302907705307
18,550.1168966293335
19,894.0264582633972
20,852.3659408092499
21,832.3869854211807
22,728.5952568054199
23,915.3763949871063
24,757.9954713582993
25,605.2230298519135
26,776.2107998132706
27,907.7195078134537
28,796.3277399539948
29,647.369995713234
30,733.3091646432877
31,789.5028591156006
32,809.9491149187088
33,667.1798229217529
34,636.1503154039383
35,609.1475486755371
36,539.9342626333237
37,538.0807816982269
38,697.9857385158539
39,831.790417432785
40,756.3769817352295
41,551.4007061719894
42,609.6847355365753
43,955.3166478872299
44,1005.2159428596497
45,940.14011323452
46,848.7166464328766
47,1038.7744754552841
48,901.4184772968292
49,743.9363747835159
50,793.6731725931168
51,855.868011713028
52,1234.450489282608
53,1214.645504951477
54,1437.7956092357635
55,1112.2334748506546
56,897.0014750957489
57,742.6545768976212
