,Pmin
0,1005.5175
1,1005.473125
2,1007.5
3,1006.01625
4,1004.9175
5,1005.83
6,1007.749375
7,1006.738125
8,1004.6275
9,1005.10875
10,1007.145
11,1005.5425
12,1004.709375
13,1005.985
14,1007.643125
15,1007.03
16,1005.9725
17,1006.008125
18,1007.456875
19,1005.9
20,1003.8425
21,1004.590625
22,1004.10875
23,1002.64875
24,1000.46625
25,999.95
26,999.95625
27,997.735
28,993.55125
29,993.988125
30,992.85125
31,990.706875
32,988.729375
33,988.798125
34,989.57375
35,987.26375
36,983.289375
37,981.926875
38,985.18875
39,984.023125
40,981.840625
41,979.498125
42,976.94625
43,976.286875
44,970.654375
45,973.06625
46,972.01
47,971.113125
48,968.6625
49,966.39125
50,967.11875
51,974.653125
52,981.321875
53,988.07
54,995.7425
55,1000.055
56,1000.83375
57,1000.91875
58,1003.934375
