,tot_Prec_Intg
0,369.6880489587784
1,545.7103997468948
2,599.1717427968979
3,710.3148847818375
4,769.3822681903839
5,786.9361340999603
6,533.6702615022659
7,272.6133167743683
8,283.53407979011536
9,566.7638778686523
10,565.4274672269821
11,528.8748443126678
12,471.3549464941025
13,330.1587700843811
14,245.60198187828064
15,249.21409785747528
16,237.65206336975098
17,400.8658230304718
18,476.59851610660553
19,541.7020618915558
20,498.3893781900406
21,487.6542091369629
22,485.7233166694641
23,438.08460235595703
24,430.47651648521423
25,501.3326555490494
26,455.089807510376
27,399.08021688461304
28,469.6015268564224
29,484.6912622451782
30,461.314395070076
31,444.1419988870621
32,370.94846367836
33,312.3871982097626
34,391.7473554611206
35,522.863119840622
36,619.3467974662781
37,611.4360690116882
38,499.8762905597687
39,465.5379056930542
40,482.5235903263092
41,452.40603387355804
42,529.598742723465
43,670.5181300640106
44,644.412636756897
45,686.8366897106171
46,727.4490594863892
47,867.8685128688812
48,963.0683064460754
49,795.4083383083344
50,866.1875128746033
51,927.7951717376709
52,886.7292106151581
53,915.8356487751007
54,927.3377060890198
55,681.7422807216644
56,369.4941848516464
57,228.89167070388794
58,133.9752972126007
59,117.74271726608276
60,188.96572291851044
61,163.068026304245
62,136.78677380084991
63,75.55156946182251
