,Prec_max
0,9.399747848510742
1,13.461685180664062
2,15.530204772949219
3,9.455108642578125
4,15.458106994628906
5,14.063787460327148
6,8.98432731628418
7,8.994626998901367
8,8.525991439819336
9,18.668603897094727
10,17.04726219177246
11,16.294527053833008
12,11.724472045898438
13,8.773612976074219
14,15.055561065673828
15,16.50996208190918
16,18.781042098999023
17,15.752935409545898
18,15.577411651611328
19,16.037893295288086
20,17.239093780517578
21,13.393449783325195
22,21.89154624938965
23,22.29151725769043
24,23.343372344970703
25,28.470468521118164
26,29.460525512695312
27,18.02830696105957
28,13.027381896972656
29,15.135383605957031
30,11.605596542358398
31,7.450962066650391
32,8.297252655029297
33,8.901500701904297
34,8.315277099609375
35,8.620405197143555
36,8.847427368164062
37,8.919095993041992
38,11.037397384643555
39,15.447378158569336
40,21.190738677978516
41,35.840749740600586
42,29.58369255065918
43,27.123355865478516
44,21.92244529724121
45,15.99111557006836
46,16.544294357299805
47,19.600296020507812
48,14.602375030517578
49,12.620115280151367
50,13.513612747192383
51,10.864877700805664
52,9.779119491577148
53,9.007930755615234
54,9.894132614135742
55,9.616899490356445
56,9.44523811340332
57,8.21828842163086
58,7.229518890380859
59,6.669902801513672
60,5.608606338500977
