,Pmin
0,1011.7225
1,1010.806875
2,1008.5375
3,1008.861875
4,1010.6575
5,1010.83875
6,1008.801875
7,1008.80375
8,1009.35125
9,1008.43375
10,1006.661875
11,1006.555625
12,1007.165625
13,1007.351875
14,1005.63625
15,1004.4875
16,1005.0475
17,1004.923125
18,1002.54875
19,1002.115625
20,1002.90375
21,1002.4325
22,1000.464375
23,999.015625
24,998.380625
25,997.55375
26,994.7
27,993.19625
28,993.39
29,992.765
30,990.885625
31,988.815
32,989.57625
33,988.469375
34,987.663125
35,989.22375
36,994.95875
37,999.473125
38,1001.8175
39,1004.471875
40,1008.890625
41,1011.6
42,1009.485
