,tot_Prec_Intg
0,1011.3946348428726
1,951.2951970100403
2,828.8906514644623
3,951.513797044754
4,998.891144990921
5,1173.3336746692657
6,907.2298556566238
7,701.0966539382935
8,623.2010573148727
9,1056.7301511764526
10,1004.9279034137726
11,1177.8147518634796
12,1228.4430861473083
13,2069.230154156685
14,2087.1270447969437
15,1716.4237797260284
16,1635.1880878210068
17,1564.3350780010223
18,1450.5846798419952
19,1244.4023787975311
20,1043.8258945941925
21,1337.5988602638245
22,1211.5460634231567
23,1131.5840482711792
24,1037.3354703187943
25,1297.9239970445633
26,1415.8474653959274
27,1544.0212935209274
28,1347.5856184959412
29,1577.9871493577957
30,1414.5902544260025
31,1366.2240654230118
32,1426.5861362218857
33,1118.9423501491547
34,1025.3435373306274
35,1093.7806963920593
36,1307.6695054769516
37,1346.7375189065933
38,1367.4425333738327
39,1297.4034994840622
40,1189.6631866693497
41,1180.3768575191498
42,1117.66017973423
43,1192.5862729549408
44,1235.1183593273163
45,1417.895331978798
46,1161.4779382944107
47,1205.0657719373703
48,1395.4614847898483
49,1404.0742069482803
50,1151.8844962120056
51,953.3189982175827
52,866.4213120937347
53,979.7561168670654
54,926.0959923267365
55,873.5321462154388
56,843.8866585493088
57,867.6156401634216
58,722.2588360309601
59,616.9088929891586
60,621.2963163852692
61,563.7221783399582
62,587.2298777103424
63,593.9380079507828
64,608.1507354974747
65,611.2789362668991
66,481.67556524276733
67,421.8284785747528
68,474.7353494167328
69,623.5936284065247
70,621.1572885513306
71,572.7114528417587
72,488.44337463378906
73,438.41488659381866
74,313.7414902448654
75,345.52425146102905
76,407.77310729026794
77,515.5080556869507
78,473.4303057193756
79,620.6484138965607
80,507.37567245960236
81,384.55262780189514
82,336.7994725704193
83,427.46685445308685
84,510.7510834932327
85,544.9958890676498
86,583.6688727140427
87,457.90165662765503
88,362.80013620853424
89,342.38703548908234
90,363.66693675518036
91,453.8188874721527
92,461.98293566703796
93,397.7222740650177
94,454.9786448478699
95,394.1212594509125
96,335.45561134815216
97,388.43102753162384
98,331.91993832588196
