,tot_Prec_Intg
0,427.2426664829254
1,500.1316964626312
2,394.5598751306534
3,314.1908347606659
4,285.58455407619476
5,405.4780304431915
6,480.49725592136383
7,615.6431883573532
8,597.7006256580353
9,738.5657727718353
10,772.5395262241364
11,863.1625771522522
12,987.2747212648392
13,884.3104541301727
14,1007.8635066747665
15,784.1382920742035
16,621.8365579843521
17,890.2724832296371
18,655.3736329078674
19,462.62502670288086
20,369.59655582904816
21,510.24846732616425
22,500.71559846401215
23,607.302188873291
24,558.641329407692
25,615.1998043060303
26,632.3153525590897
27,711.468756198883
28,743.7591999769211
29,808.2807064056396
30,908.9469909667969
31,804.2725920677185
32,925.7835149765015
33,778.9047062397003
34,513.7481540441513
35,777.8239250183105
36,964.1043841838837
37,1217.7437543869019
38,1226.0696291923523
39,1298.2289493083954
40,1326.7633318901062
41,1050.2146184444427
42,1080.1436752080917
43,1258.0573558807373
44,1295.526623725891
45,877.0741522312164
46,652.9620289802551
47,944.0697729587555
48,1112.4660819768906
49,1237.078458070755
50,1150.5691707134247
51,1123.9173263311386
52,1031.5334796905518
53,677.9471784830093
54,683.7986409664154
55,694.846510887146
56,830.245316028595
57,967.0185297727585
58,932.7650815248489
59,797.3706722259521
60,647.963359951973
61,679.7110289335251
62,552.2830784320831
63,551.825761795044
64,725.7291674613953
65,717.9920375347137
66,616.4243817329407
67,580.7512998580933
68,528.9121717214584
69,847.7672934532166
70,732.2098314762115
71,738.7688755989075
72,858.2336455583572
73,1066.547930240631
74,1022.3132371902466
75,995.3679144382477
76,881.4597874879837
77,749.9410212039948
78,592.3344194889069
79,547.32546210289
80,503.1140148639679
81,512.639507651329
82,461.23430132865906
83,451.834574341774
84,416.2861406803131
85,524.6590822935104
86,447.3559558391571
87,349.007323384285
88,310.8491003513336
89,398.9865630865097
90,278.8791060447693
91,192.47964024543762
92,175.7320761680603
93,92.3117995262146
94,68.46360862255096
95,97.77486324310303
96,135.74443757534027
97,129.92262840270996
98,151.46568417549133
99,189.13283944129944
100,234.23723876476288
101,252.8703212738037
102,291.0143882036209
