,Pmin
0,1007.44
1,1005.2475
2,1006.478125
3,1008.09625
4,1007.20375
5,1005.47875
6,1005.735
7,1007.65875
8,1006.33125
9,1003.84625
10,1003.943125
11,1005.461875
12,1004.39
13,1001.75125
14,1000.619375
15,1003.061875
16,1002.225
17,999.986875
18,999.83125
19,1002.12125
20,1002.088125
21,999.83
22,1001.436875
23,1003.210625
24,1002.583125
25,1000.201875
26,1000.033125
27,1001.426875
28,1000.77
29,998.413125
30,999.351875
31,1000.08625
32,998.750625
33,996.59375
34,997.215625
35,1000.70625
36,1001.22
37,1000.799375
38,1002.84125
39,1006.0925
40,1006.545
41,1005.433125
42,1006.90125
