,Prec_max
0,5.176448822021484
1,4.982471466064453
2,5.333518981933594
3,6.232166290283203
4,5.53736686706543
5,10.22329330444336
6,7.603740692138672
7,6.324434280395508
8,6.359624862670898
9,6.390094757080078
10,9.270572662353516
11,9.217357635498047
12,10.724973678588867
13,7.232952117919922
14,12.622261047363281
15,14.720821380615234
16,14.058637619018555
17,21.867084503173828
18,20.769309997558594
19,20.127296447753906
20,19.83933448791504
21,21.680402755737305
22,13.901567459106445
23,7.861232757568359
24,8.235025405883789
25,15.852928161621094
26,17.604732513427734
27,22.885465621948242
28,19.93846893310547
29,12.144613265991211
30,9.59630012512207
31,24.125289916992188
32,21.711301803588867
33,18.13516616821289
34,9.906578063964844
35,15.895843505859375
36,13.620901107788086
37,11.507749557495117
38,13.968515396118164
39,7.136392593383789
40,3.1692981719970703
41,6.065654754638672
42,5.873394012451172
43,3.712177276611328
44,3.6636829376220703
45,6.605100631713867
46,15.822887420654297
47,4.10614013671875
48,3.866243362426758
49,3.001070022583008
50,2.6470184326171875
51,5.398321151733398
52,7.585716247558594
53,7.741069793701172
54,18.97287368774414
55,11.283302307128906
56,8.901500701904297
