,tot_Prec_Intg
0,1500.8622407913208
1,1232.5379997491837
2,1078.8562893867493
3,1027.8119891881943
4,1084.4938457012177
5,1041.7474806308746
6,774.8833298683167
7,919.1163629293442
8,860.6099337339401
9,692.3095881938934
10,602.2505462169647
11,403.57664227485657
12,327.4838626384735
13,165.6285673379898
14,128.06884944438934
15,87.61018514633179
16,95.41884064674377
17,103.5008579492569
18,121.6568797826767
19,96.52897715568542
20,59.70418453216553
21,59.583038091659546
22,69.44641470909119
23,82.02359080314636
24,73.84687662124634
25,91.20278060436249
26,119.97073888778687
27,131.23691082000732
28,96.36327624320984
29,66.16108119487762
30,81.87621831893921
31,212.92202174663544
32,119.52832341194153
33,65.95194339752197
34,88.02130818367004
35,131.04833662509918
36,174.89932477474213
37,111.86391115188599
38,71.16563618183136
39,96.72299027442932
40,39.169490337371826
41,11.01173460483551
42,19.01984214782715
43,35.05043685436249
44,32.87792205810547
45,27.30242908000946
46,43.75562071800232
