,Prec_max
0,7.815313339233398
1,7.4466705322265625
2,12.049341201782227
3,7.969379425048828
4,11.571693420410156
5,6.706380844116211
6,7.028675079345703
7,7.225656509399414
8,7.7007293701171875
9,7.919168472290039
10,7.452678680419922
11,11.086750030517578
12,7.400321960449219
13,10.369634628295898
14,9.570550918579102
15,12.574195861816406
16,12.268209457397461
17,8.131599426269531
18,10.020303726196289
19,9.741353988647461
20,14.05949592590332
21,12.598657608032227
22,9.028959274291992
23,13.09518814086914
24,12.238383293151855
25,9.113931655883789
26,10.073518753051758
27,12.993478775024414
28,11.516761779785156
29,13.429498672485352
30,9.252119064331055
31,12.53213882446289
32,11.15713119506836
33,13.333368301391602
34,9.893274307250977
35,17.020225524902344
36,21.320772171020508
37,19.712305068969727
38,16.177797317504883
39,30.73296546936035
40,30.929088592529297
41,28.794050216674805
42,34.275197982788086
43,31.052255630493164
44,39.7005558013916
45,36.3771915435791
46,23.10647964477539
47,23.449373245239258
48,17.978954315185547
49,14.044046401977539
50,11.529207229614258
51,18.01586151123047
52,15.642642974853516
53,11.32192611694336
54,11.382436752319336
55,8.607959747314453
56,10.327577590942383
57,13.198184967041016
58,19.24881935119629
59,9.42850112915039
60,14.94741439819336
61,13.855218887329102
62,11.972522735595703
