,Prec_Intg
0,55.86642771959305
1,88.95926177501678
2,52.56609991192818
3,50.64159631729126
4,68.50522011518478
5,60.567706823349
6,101.71577334403992
7,135.160181671381
8,139.9187557399273
9,167.52269119024277
10,160.22700816392899
11,127.63729318976402
12,76.58498361706734
13,88.88540789484978
14,93.49396452307701
15,136.58156618475914
16,153.1372219324112
17,126.26307085156441
18,54.727792739868164
19,32.70581364631653
20,27.921702712774277
21,58.050304651260376
22,127.8088428080082
23,166.42646864056587
24,162.4266803264618
25,110.05286127328873
26,73.14810529351234
27,73.40539246797562
28,46.36960104107857
29,21.827910095453262
30,29.7689251601696
31,59.83294919133186
32,56.774914264678955
33,61.72766909003258
34,70.58341056108475
35,82.45846256613731
36,103.8077287375927
37,81.42532780766487
38,94.00371462106705
39,109.6499152481556
40,48.39126020669937
41,33.75047817826271
42,34.561026841402054
43,19.342899322509766
44,34.40478816628456
45,47.16197028756142
46,57.90902301669121
47,74.4868814945221
48,62.87137046456337
49,48.26182499527931
50,39.49081525206566
51,51.33220925927162
52,67.91925057768822
53,41.33157432079315
54,24.091750383377075
55,24.437475949525833
56,32.157134264707565
57,29.836799949407578
58,27.866847813129425
59,27.081817388534546
60,22.79778942465782
61,21.975822746753693
62,23.482181131839752
63,38.254205137491226
64,48.4798289835453
65,31.77950158715248
66,26.929248124361038
67,35.712458193302155
68,38.64847123622894
69,25.747790932655334
70,37.49620169401169
71,59.058982878923416
72,50.74113607406616
73,34.426040947437286
74,40.8354215323925
75,51.33410915732384
76,51.33839324116707
77,45.03179341554642
78,42.703598737716675
79,39.460714906454086
80,43.991077691316605
81,33.17240625619888
82,21.79699018597603
83,17.42856577038765
84,26.654433459043503
85,19.52188089489937
86,33.42891111969948
87,36.70535981655121
88,33.88969227671623
89,20.55766060948372
90,9.394846856594086
91,11.01100817322731
92,13.983752578496933
93,14.265496283769608
94,21.49134874343872
95,25.00813454389572
96,25.235507637262344
97,16.965586692094803
98,26.03277564048767
99,23.823194205760956
100,17.156898975372314
101,30.390117317438126
102,25.7783941924572
103,21.622944623231888
104,33.3588570356369
105,59.48267877101898
106,32.40950405597687
107,17.605014145374298
108,28.18012610077858
