,tot_Prec_Intg
0,862.7506345510483
1,791.323184967041
2,711.2544775009155
3,1025.1617431640625
4,998.503714799881
5,887.5063061714172
6,867.9676800966263
7,804.2410016059875
8,1051.9474744796753
9,929.718017578125
10,696.5361535549164
11,754.90303337574
12,898.3998000621796
13,839.3518626689911
14,844.0043032169342
15,955.4479271173477
16,959.3819081783295
17,825.9278535842896
18,770.8718627691269
19,915.4205024242401
20,957.4028849601746
21,995.2379763126373
22,1101.0517925024033
23,1533.7149798870087
24,1601.874679327011
25,1473.35946559906
26,1168.9679324626923
27,1251.7812848091125
28,1161.8205159902573
29,1157.8400433063507
30,1199.2883682250977
31,1327.6033103466034
32,975.5943715572357
33,672.217458486557
34,556.8601191043854
35,735.3144884109497
36,697.64643907547
37,735.6086373329163
38,713.3710384368896
39,617.5634264945984
40,413.1154716014862
41,344.5702791213989
42,277.9741585254669
43,439.47093188762665
44,560.794472694397
45,485.222190618515
46,418.4737801551819
47,481.3757538795471
48,426.7314076423645
49,306.29806220531464
50,211.88192069530487
51,156.63422644138336
52,240.3011918067932
53,283.90079736709595
54,331.90369606018066
55,235.7769012451172
56,85.40451526641846
57,50.50957202911377
58,99.16618466377258
