,tot_Prec_max,tot_Prec_Intg
0,3.2253265380859375,296.79112136363983
1,2.4056434631347656,255.07032871246338
2,3.5996437072753906,393.64777505397797
3,4.225730895996094,502.49941647052765
4,3.51715087890625,487.82043159008026
5,3.9834976196289062,416.64235293865204
6,3.2410621643066406,436.2804442644119
7,4.567623138427734,508.5565149784088
8,4.612922668457031,526.3092368841171
9,4.151344299316406,547.3054945468903
10,3.1943321228027344,438.5527968406677
11,3.4189224243164062,351.94724798202515
12,4.053592681884766,441.39914214611053
13,5.481719970703125,717.7023589611053
14,8.060455322265625,707.305520772934
15,5.833148956298828,639.8329883813858
16,6.348133087158203,843.6938375234604
17,5.4340362548828125,748.3215630054474
18,7.316112518310547,655.8641791343689
19,8.0718994140625,706.7486643791199
20,8.092880249023438,676.9311428070068
21,7.373809814453125,694.7886943817139
22,9.587764739990234,850.6683260202408
23,10.335445404052734,958.4597498178482
24,14.874458312988281,972.4828600883484
25,18.35012435913086,1060.2893680334091
26,16.674518585205078,781.6705107688904
27,17.15087890625,728.7685573101044
28,20.940303802490234,722.9296118021011
29,20.503520965576172,913.4232252836227
30,21.378517150878906,901.3648331165314
31,18.949031829833984,938.1284564733505
32,17.848968505859375,965.3590619564056
33,17.86327362060547,1025.4764556884766
34,16.279220581054688,835.951566696167
35,16.063690185546875,828.4901082515717
36,15.392780303955078,830.6337893009186
37,13.306140899658203,934.9450469017029
38,13.46588134765625,952.5170922279358
39,13.66424560546875,933.3961457014084
40,14.896392822265625,940.7215565443039
41,15.471458435058594,900.1161158084869
42,14.616012573242188,754.7922432422638
43,21.50249481201172,847.4402129650116
44,25.445938110351562,858.9941263198853
45,30.22623062133789,852.1641790866852
46,24.098873138427734,973.508432507515
47,20.174503326416016,993.8790649175644
48,22.70650863647461,993.6019033193588
49,32.660484313964844,1205.2270770072937
50,42.96588897705078,1242.8534030914307
51,41.39137268066406,1304.6832382678986
52,31.62384033203125,1212.7812206745148
53,22.97067642211914,1034.8355770111084
54,19.307613372802734,1095.5280810594559
55,16.723155975341797,1063.5560005903244
56,17.44365692138672,1021.1226344108582
57,11.462211608886719,928.0543029308319
58,14.34946060180664,841.5458351373672
59,27.170181274414062,850.9645611047745
60,24.5361328125,889.5745873451233
61,18.471717834472656,813.8011395931244
62,18.11504364013672,857.8035235404968
63,18.053054809570312,947.8767961263657
64,14.490604400634766,1150.539219379425
65,11.484146118164062,1034.9466651678085
66,8.56161117553711,783.2059264183044
67,21.85201644897461,964.7656977176666
68,22.47762680053711,1146.0885405540466
