,tot_Prec_Intg
0,1106.8852245807648
1,1414.0591025352478
2,1476.7464995384216
3,1000.9649395942688
4,739.0375435352325
5,896.4912593364716
6,1039.2147302627563
7,782.8253507614136
8,640.7687813043594
9,742.5334304571152
10,629.1709095239639
11,604.2458117008209
12,555.6052923202515
13,742.9027557373047
14,1003.8749873638153
15,1062.8484189510345
16,956.0956805944443
17,1608.3765029907227
18,1425.2007752656937
19,1136.9539052248
20,819.2972838878632
21,1064.9872571229935
22,969.9750691652298
23,985.4322671890259
24,854.57943379879
25,913.2623672485352
26,788.2232964038849
27,709.2177122831345
28,737.2598350048065
29,804.8392832279205
30,717.9310172796249
31,850.9519696235657
32,871.5033531188965
33,953.8912773132324
34,739.6368682384491
35,632.3076039552689
36,766.9932395219803
37,798.2361316680908
38,857.5116097927094
39,1050.0866174697876
40,1197.589859366417
41,1039.0111058950424
42,995.3150153160095
43,808.2085847854614
44,748.7346231937408
45,940.8694505691528
46,899.9019861221313
47,1187.1646344661713
48,1095.128357410431
49,1094.9600487947464
50,961.1896425485611
51,952.821746468544
52,1004.1105002164841
53,880.9497952461243
54,834.1548591852188
55,1088.5392129421234
56,1327.8912007808685
57,1507.4686706066132
58,1268.8099592924118
59,1093.7577486038208
60,925.0786900520325
61,1183.5111677646637
62,1113.6870086193085
63,1065.780371427536
64,920.4251319169998
65,970.1592475175858
66,788.5771989822388
67,660.3416800498962
68,576.3346701860428
69,495.88143825531006
70,377.9130429029465
71,443.40044260025024
72,450.58824121952057
73,501.43852829933167
74,435.6640577316284
75,381.84143602848053
76,354.5267879962921
77,357.76689648628235
78,375.5676746368408
79,402.40198373794556
80,427.6356101036072
