,Pmin
0,1006.7575
1,1004.32
2,1003.31375
3,1005.125625
4,1006.505625
5,1003.384375
6,1002.6225
7,1003.605
8,1005.0125
9,1003.88625
10,1001.860625
11,1002.923125
12,1005.781875
13,1004.0475
14,1002.501875
15,1004.073125
16,1005.055625
17,1005.185625
18,1003.096875
19,1004.345
20,1004.96625
21,1004.321875
22,1002.625625
23,1003.31125
24,1006.103125
25,1005.321875
26,1004.128125
27,1004.7425
28,1006.52
29,1005.554375
30,1002.89625
31,1002.44625
32,1004.09375
33,1001.98375
34,999.73
35,999.589375
36,1002.165625
37,1000.5875
38,998.185625
39,998.884375
40,999.405
41,998.949375
42,996.885625
43,997.3575
44,999.44125
45,997.535
46,995.28
47,996.17
48,997.12375
49,995.850625
50,995.01875
51,995.17
52,997.64
53,997.634375
54,996.695
55,996.83875
56,997.673125
57,997.679375
58,996.7225
59,996.715
60,999.14125
61,999.048125
62,998.755
63,1001.665625
64,1006.460625
65,1008.84625
66,1009.14625
67,1009.71375
68,1011.739375
69,1012.33625
70,1009.863125
71,1009.73625
72,1010.506875
73,1010.0025
