,tot_Prec_Intg
0,506.9389194250107
1,321.9801187515259
2,200.67736506462097
3,250.27677416801453
4,218.6030149459839
5,351.1463850736618
6,331.600084900856
7,372.4469989538193
8,320.99001109600067
9,259.08753275871277
10,178.7404716014862
11,259.4045549631119
12,335.9551727771759
13,419.95473206043243
14,394.90558207035065
15,749.0773499011993
16,687.7482682466507
17,521.2308466434479
18,280.2644670009613
19,267.40506291389465
20,406.77137672901154
21,557.8048527240753
22,898.1335163116455
23,825.6677538156509
24,940.6647831201553
25,973.6452251672745
26,865.9730851650238
27,943.0743008852005
28,859.0928465127945
29,933.2586824893951
30,1016.257256269455
31,1029.2045772075653
32,840.3146266937256
33,610.7176095247269
34,529.0127545595169
35,743.521973490715
36,701.4577835798264
37,692.2744959592819
38,663.5768711566925
39,1176.208108663559
40,1060.0614547729492
41,996.236726641655
42,1018.3461010456085
43,1422.986313700676
44,1666.7968034744263
45,1619.8188066482544
46,1752.4799704551697
47,1537.0213985443115
48,1584.460586309433
49,1561.7868304252625
50,1417.6571369171143
51,1688.2805526256561
52,1350.7960736751556
53,1270.6641852855682
54,1312.2958689928055
55,1447.9155093431473
56,1531.9402515888214
57,1413.8823747634888
58,1334.850788116455
59,1363.5529577732086
60,1344.7041809558868
61,1226.9210070371628
62,1388.009637594223
63,1464.039385318756
64,1342.080980539322
65,1268.2171165943146
66,1236.489862203598
67,1282.2964042425156
68,1285.654902458191
69,1169.770509004593
70,1427.619531750679
71,1789.432317018509
72,1898.4539061784744
73,1780.749037861824
74,1695.2187567949295
75,1871.0092455148697
76,1942.1835243701935
77,2059.85389649868
78,2137.3606473207474
